koaid                    , instrume, filehand                                          , targname     , rgratnam, rcwave      , rgrangle , rnasnam, ifunam , binning, ampmode, elaptime , ra       , dec      , raoff, decoff, utdatetime                , progid, progpi   , propint, filesize_mb, std_name  , sep_fov              , in_fov, name_ok
KR.20230716.30714.50.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.30714.50.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,   5.00001, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:31:54.050000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.30781.37.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.30781.37.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,   5.00001, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:33:01.370000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.30866.30.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.30866.30.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  30.00003, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:34:26.030000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.30939.47.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.30939.47.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  30.00003, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:35:39.470000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.31012.91.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.31012.91.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  30.00003, 222.26042, 25.70311 , 2.2  , 2.0   , 2023-07-16 08:36:52.910000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  2.8147446529639963  , True  , True
KR.20230716.31146.53.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.31146.53.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  30.00003, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:39:06.530000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.31224.50.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.31224.50.fits, bd26d2606    , RH2     , 6799.98047  , 108.51508, Open   , Large  , "2,2"  , L2U2   ,  30.00003, 222.25983, 25.70256 , 0.0  , 0.0   , 2023-07-16 08:40:24.050000, E327  , McGurk   ,      18,      9.4378, bd26d2606 ,  0.06340476743884542 , True  , True
KR.20230716.34972.56.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.34972.56.fits, bd02d3375    , RH2     , 6799.98047  , 108.51508, Open   , Small  , "1,1"  , L2U2   ,  10.00001, 264.93996, 2.41656  , 0.0  , 0.0   , 2023-07-16 09:42:52.560000, E327  , McGurk   ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230716.35299.98.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.35299.98.fits, bd02d3375    , RH2     , 6799.98047  , 108.51508, Open   , Small  , "1,1"  , L2U2   , 200.0002 , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-07-16 09:48:19.980000, E327  , McGurk   ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230716.35605.98.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.35605.98.fits, bd02d3375    , RH2     , 6799.98047  , 108.51508, Open   , Small  , "1,1"  , L2U2   , 200.0002 , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-07-16 09:53:25.980000, E327  , McGurk   ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230716.35907.90.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.35907.90.fits, bd02d3375    , RH2     , 6799.98047  , 108.51508, Open   , Small  , "1,1"  , L2U2   , 200.0002 , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-07-16 09:58:27.900000, E327  , McGurk   ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230716.45609.12.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.45609.12.fits, feige110     , RH1     , 6599.98926  , 100.10007, Open   , Small  , "1,1"  , L2U2   ,  60.00006, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 12:40:09.120000, E327  , McGurk   ,      18,     35.5219, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.46032.42.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.46032.42.fits, feige110     , RH1     , 6599.98926  , 100.10007, Open   , Small  , "1,1"  , L2U2   , 300.0003 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 12:47:12.420000, E327  , McGurk   ,      18,     35.5219, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.46438.38.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.46438.38.fits, feige110     , RH1     , 6599.98926  , 100.10007, Open   , Small  , "1,1"  , L2U2   , 300.0003 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 12:53:58.380000, E327  , McGurk   ,      18,     35.5219, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.51474.15.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.51474.15.fits, feige110     , RH1     , 6619.99365  ,  99.87512, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:17:54.150000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.51834.21.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.51834.21.fits, feige110     , RH1     , 6619.99365  ,  99.87512, Open   , Large  , "2,2"  , L2U2   , 300.0003 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:23:54.210000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.52182.30.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.52182.30.fits, feige110     , RH1     , 6619.99365  ,  99.87512, Open   , Large  , "2,2"  , L2U2   , 300.0003 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:29:42.030000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.52721.61.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.52721.61.fits, feige110     , RH2     , 6999.9873   , 106.82272, Open   , Medium , "2,2"  , L2U2   ,  30.00003, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:38:41.610000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.53048.10.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.53048.10.fits, feige110     , RH2     , 6999.9873   , 106.82272, Open   , Medium , "2,2"  , L2U2   , 200.0002 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:44:08.010000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.53322.39.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.53322.39.fits, feige110     , RH2     , 6999.9873   , 106.82272, Open   , Medium , "2,2"  , L2U2   , 200.0002 , 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:48:42.390000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.53727.33.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.53727.33.fits, feige110     , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,  20.00002, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:55:27.330000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.53851.77.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.53851.77.fits, feige110     , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:57:31.770000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.53959.89.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.53959.89.fits, feige110     , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 14:59:19.890000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230716.54062.91.fits, KCWI    , /KCWI/2023/20230716/lev0/KR.20230716.54062.91.fits, feige110     , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,  60.00006, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-16 15:01:02.910000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230717.48955.62.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.48955.62.fits, feige110     , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   , 230.82023, 349.99329, -5.16561 , 0.0  , 0.0   , 2023-07-17 13:35:55.620000, E327  , McGurk   ,      18,      9.4378, feige110  ,  0.39604508351221174 , True  , True
KR.20230717.53418.12.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.53418.12.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-07-17 14:50:18.120000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230717.53529.30.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.53529.30.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-07-17 14:52:09.300000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230717.53668.20.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.53668.20.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86494 , 0.0  , 2.0   , 2023-07-17 14:54:28.020000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  1.9840626237445464  , True  , True
KR.20230717.53805.72.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.53805.72.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86494 , 0.0  , 2.0   , 2023-07-17 14:56:45.720000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  1.9840626237445464  , True  , True
KR.20230717.53938.32.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.53938.32.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86494 , 0.0  , 2.0   , 2023-07-17 14:58:58.320000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  1.9840626237445464  , True  , True
KR.20230717.54044.40.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.54044.40.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86606 , 0.0  , 6.0   , 2023-07-17 15:00:44.400000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  6.016020652587232   , True  , True
KR.20230717.54160.68.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.54160.68.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86606 , 0.0  , 6.0   , 2023-07-17 15:02:40.680000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  6.016020652587232   , True  , True
KR.20230717.54300.42.fits, KCWI    , /KCWI/2023/20230717/lev0/KR.20230717.54300.42.fits, bd28d4211    , RH2     , 7179.99219  , 105.24863, Open   , Large  , "2,2"  , L2U2   ,  60.00006, 327.79612, 28.86606 , 0.0  , 6.0   , 2023-07-17 15:05:00.420000, E327  , McGurk   ,      18,      9.4378, bd28d4211 ,  6.016020652587232   , True  , True
KR.20230816.33691.63.fits, KCWI    , /KCWI/2023/20230816/lev0/KR.20230816.33691.63.fits, bd02d3375    , RL      , 6999.95996  , 140.1203 , Open   , Small  , "1,1"  , L2U2   ,  10.00001, 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-16 09:21:31.630000, NONE  , NONE     ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230816.33867.70.fits, KCWI    , /KCWI/2023/20230816/lev0/KR.20230816.33867.70.fits, bd02d3375    , RL      , 6999.95996  , 140.1203 , Open   , Small  , "1,1"  , L2U2   ,  20.00002, 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-16 09:24:27.070000, NONE  , NONE     ,      18,     35.5219, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230817.34547.50.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34547.50.fits, bd28d4211    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:35:47.500000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.34596.46.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34596.46.fits, bd28d4211    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:36:36.460000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.34645.42.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34645.42.fits, bd28d4211    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:37:25.420000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.34755.58.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34755.58.fits, bd28d4211    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  10.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:39:15.580000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.34809.64.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34809.64.fits, bd28d4211    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  10.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:40:09.640000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.34863.70.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.34863.70.fits, bd28d4211    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  10.00001, 327.79612, 28.86439 , 0.0  , 0.0   , 2023-08-17 09:41:03.700000, U052  , Canalizo ,      18,      9.4378, bd28d4211 ,  0.016263341883482225, True  , True
KR.20230817.54082.56.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.54082.56.fits, G191b2b      , RL      , 8249.97559  , 138.37129, Open   , Medium , "2,2"  , L2U2   ,  30.00003,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-08-17 15:01:22.560000, W377  , Deller   ,      18,      9.4378, g191b2b   ,  2.1013116377968135  , True  , True
KR.20230817.54198.84.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.54198.84.fits, G191b2b      , RL      , 8249.97559  , 138.37129, Open   , Medium , "2,2"  , L2U2   ,  60.00006,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-08-17 15:03:18.840000, W377  , Deller   ,      18,      9.4378, g191b2b   ,  2.1013116377968135  , True  , True
KR.20230817.54352.86.fits, KCWI    , /KCWI/2023/20230817/lev0/KR.20230817.54352.86.fits, G191b2b      , RL      , 7100.00879  , 139.98114, Open   , Medium , "2,2"  , L2U2   ,  60.00006,  76.37767, 52.83047 , 0.0  , 0.0   , 2023-08-17 15:05:52.860000, W377  , Deller   ,      18,      9.4378, g191b2b   ,  2.1013116377968135  , True  , True
KR.20230823.19652.94.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19652.94.fits, bd26d2606    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   1.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:27:32.940000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.19729.44.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19729.44.fits, bd26d2606    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:28:49.440000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.19795.74.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19795.74.fits, bd26d2606    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:29:55.740000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.19844.70.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19844.70.fits, bd26d2606    , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:30:44.700000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.19928.34.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19928.34.fits, bd26d2606    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:32:08.340000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.19977.30.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.19977.30.fits, bd26d2606    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:32:57.300000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.20026.26.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.20026.26.fits, bd26d2606    , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,   5.0    , 222.25979, 25.70256 , 0.0  , 0.0   , 2023-08-23 05:33:46.260000, U052  , Canalizo ,      18,      9.4378, bd26d2606 ,  0.11462757644381874 , True  , True
KR.20230823.37080.85.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37080.85.fits, lds749b      , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:18:00.850000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230823.37224.67.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37224.67.fits, lds749b      , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:20:24.670000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230823.37288.93.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37288.93.fits, lds749b      , RL      , 8949.89062  , 137.38405, Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:21:28.930000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230823.37398.70.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37398.70.fits, lds749b      , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:23:18.070000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230823.37462.33.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37462.33.fits, lds749b      , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:24:22.330000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230823.37526.60.fits, KCWI    , /KCWI/2023/20230823/lev0/KR.20230823.37526.60.fits, lds749b      , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  20.00002, 323.06763, 0.254    , 0.0  , 0.0   , 2023-08-23 10:25:26.600000, U052  , Canalizo ,      18,      9.4378, lds749b   ,  0.017999823080567398, True  , True
KR.20230825.20812.13.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.20812.13.fits, bd02d3375    , RL      , 7300.19336  , 139.70175, Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:46:52.130000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.20902.91.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.20902.91.fits, bd02d3375    , RL      , 7300.19336  , 139.70175, Open   , Large  , "2,2"  , L2U2   ,  30.00002, 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:48:22.910000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.20972.27.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.20972.27.fits, bd02d3375    , RL      , 7300.19336  , 139.70175, Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:49:32.270000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21047.75.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21047.75.fits, bd02d3375    , RL      , 7300.19336  , 139.70175, Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:50:47.750000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21186.47.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21186.47.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:53:06.470000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21240.53.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21240.53.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:54:00.530000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21289.49.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21289.49.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Large  , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:54:49.490000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21462.89.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21462.89.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:57:42.890000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21527.15.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21527.15.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:58:47.150000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21578.15.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21578.15.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 05:59:38.150000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21627.11.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21627.11.fits, bd02d3375    , RL      , 7999.94678  , 138.7222 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 06:00:27.110000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21688.31.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21688.31.fits, bd02d3375    , RL      , 7299.94531  , 139.7012 , Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 06:01:28.310000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21736.25.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21736.25.fits, bd02d3375    , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 06:02:16.250000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230825.21788.27.fits, KCWI    , /KCWI/2023/20230825/lev0/KR.20230825.21788.27.fits, bd02d3375    , RL      , 7299.95117  , 139.70175, Open   , Medium , "2,2"  , L2U2   ,   5.0    , 264.93996, 2.41656  , 0.0  , 0.0   , 2023-08-25 06:03:08.270000, C416  , Martin   ,      18,      9.4378, bd02d3375 ,  0.017086134736453266, True  , True
KR.20230829.49863.73.fits, KCWI    , /KCWI/2023/20230829/lev0/KR.20230829.49863.73.fits, feige110     , RL      , 7149.89209  , 139.9113 , Open   , Medium , "2,2"  , L2U2   ,  30.00002, 349.99329, -5.1655  , 0.0  , 0.0   , 2023-08-29 13:51:03.730000, H340  , Hinkle   ,      18,      9.4378, feige110  ,  0.005975632529793093, True  , True
