wavelength_A,throughput_smooth,throughput_std_smooth,throughput_mean_raw,n_configs
8635.0,0.29940,0.00903,0.29909,8
8640.0,0.29972,0.00907,0.29942,8
8645.0,0.30005,0.00912,0.29976,8
8650.0,0.30039,0.00917,0.30011,8
8655.0,0.30074,0.00923,0.30047,8
8660.0,0.30110,0.00929,0.30084,8
8665.0,0.30146,0.00936,0.30121,8
8670.0,0.30183,0.00943,0.30160,8
8675.0,0.30221,0.00951,0.30199,8
8680.0,0.30259,0.00959,0.30240,8
8685.0,0.30298,0.00967,0.30281,8
8690.0,0.30337,0.00975,0.30322,8
8695.0,0.30377,0.00983,0.30364,8
8700.0,0.30417,0.00991,0.30407,8
8705.0,0.30457,0.00999,0.30450,8
8710.0,0.30497,0.01007,0.30493,8
8715.0,0.30538,0.01015,0.30537,8
8720.0,0.30578,0.01022,0.30580,8
8725.0,0.30618,0.01029,0.30624,8
8730.0,0.30658,0.01036,0.30667,8
8735.0,0.30698,0.01042,0.30711,8
8740.0,0.30737,0.01048,0.30753,8
8745.0,0.30776,0.01053,0.30796,8
8750.0,0.30814,0.01058,0.30838,8
8755.0,0.30852,0.01063,0.30879,8
8760.0,0.30889,0.01067,0.30919,8
8765.0,0.30925,0.01070,0.30958,8
8770.0,0.30960,0.01074,0.30996,8
8775.0,0.30994,0.01077,0.31033,8
8780.0,0.31027,0.01080,0.31068,8
8785.0,0.31059,0.01084,0.31102,8
8790.0,0.31090,0.01087,0.31135,8
8795.0,0.31121,0.01091,0.31165,8
8800.0,0.31150,0.01095,0.31194,8
8805.0,0.31178,0.01100,0.31222,8
8810.0,0.31206,0.01105,0.31247,8
8815.0,0.31233,0.01111,0.31271,8
8820.0,0.31260,0.01117,0.31292,8
8825.0,0.31288,0.01125,0.31312,8
8830.0,0.31315,0.01133,0.31330,8
8835.0,0.31344,0.01142,0.31347,8
8840.0,0.31374,0.01152,0.31362,8
8845.0,0.31406,0.01162,0.31376,8
8850.0,0.31440,0.01172,0.31388,8
8855.0,0.31477,0.01183,0.31400,8
8860.0,0.31518,0.01194,0.31412,8
8865.0,0.31563,0.01205,0.31423,8
8870.0,0.31612,0.01215,0.31434,8
8875.0,0.31665,0.01225,0.31447,8
8880.0,0.31723,0.01234,0.31461,8
8885.0,0.31786,0.01242,0.31477,8
8890.0,0.31853,0.01250,0.31496,8
8895.0,0.31925,0.01257,0.31519,8
8900.0,0.31999,0.01264,0.31547,8
8905.0,0.32077,0.01270,0.31581,8
8910.0,0.32156,0.01276,0.31623,8
8915.0,0.32237,0.01282,0.32370,5
8920.0,0.32317,0.01288,0.32808,4
8925.0,0.32397,0.01295,0.32853,4
8930.0,0.32476,0.01303,0.32895,4
8935.0,0.32552,0.01311,0.32934,4
8940.0,0.32626,0.01321,0.32968,4
8945.0,0.32697,0.01332,0.32998,4
8950.0,0.32765,0.01343,0.33024,4
8955.0,0.32830,0.01355,0.33044,4
8960.0,0.32894,0.01366,0.33059,4
8965.0,0.32955,0.01378,0.33069,4
8970.0,0.33015,0.01388,0.33072,4
8975.0,0.33075,0.01396,0.33069,4
8980.0,0.33136,0.01401,0.33059,4
8985.0,0.33198,0.01403,0.33043,4
8990.0,0.33261,0.01402,0.33019,4
8995.0,0.33327,0.01396,0.32989,4
9000.0,0.33396,0.01385,0.32951,4
9005.0,0.33468,0.01369,0.32905,4
9010.0,0.33542,0.01348,0.32852,4
9015.0,0.33619,0.01323,0.32792,4
9020.0,0.33697,0.01293,0.34069,3
9025.0,0.33777,0.01259,0.34122,3
9030.0,0.33858,0.01221,0.34174,3
9035.0,0.33939,0.01181,0.34226,3
9040.0,0.34018,0.01139,0.34277,3
9045.0,0.34097,0.01095,0.34327,3
9050.0,0.34173,0.01051,0.34377,3
9055.0,0.34247,0.01006,0.34426,3
9060.0,0.34318,0.00962,0.34474,3
9065.0,0.34385,0.00919,0.34521,3
9070.0,0.34449,0.00877,0.34567,3
9075.0,0.34509,0.00836,0.34612,3
9080.0,0.34566,0.00797,0.34656,3
9085.0,0.34620,0.00760,0.34699,3
9090.0,0.34670,0.00725,0.34741,3
9095.0,0.34717,0.00691,0.34782,3
9100.0,0.34761,0.00659,0.34822,3
9105.0,0.34803,0.00630,0.34860,3
9110.0,0.34842,0.00602,0.34897,3
9115.0,0.34879,0.00576,0.34932,3
9120.0,0.34913,0.00553,0.34966,3
9125.0,0.34946,0.00532,0.34998,3
9130.0,0.34976,0.00513,0.35029,3
9135.0,0.35005,0.00497,0.35059,3
9140.0,0.35032,0.00483,0.35086,3
9145.0,0.35057,0.00473,0.35113,3
9150.0,0.35080,0.00465,0.35137,3
9155.0,0.35102,0.00460,0.35159,3
9160.0,0.35121,0.00458,0.35180,3
9165.0,0.35139,0.00459,0.35199,3
9170.0,0.35155,0.00463,0.35216,3
9175.0,0.35169,0.00470,0.35231,3
9180.0,0.35181,0.00479,0.35244,3
9185.0,0.35191,0.00492,0.35255,3
9190.0,0.35199,0.00506,0.35264,3
9195.0,0.35205,0.00523,0.35271,3
9200.0,0.35209,0.00542,0.35276,3
9205.0,0.35211,0.00563,0.35278,3
9210.0,0.35211,0.00585,0.35279,3
9215.0,0.35209,0.00608,0.35277,3
9220.0,0.35205,0.00633,0.35273,3
9225.0,0.35198,0.00658,0.35267,3
9230.0,0.35190,0.00683,0.35259,3
9235.0,0.35179,0.00709,0.35249,3
9240.0,0.35167,0.00734,0.35236,3
9245.0,0.35152,0.00759,0.35221,3
9250.0,0.35135,0.00783,0.35204,3
9255.0,0.35117,0.00807,0.35185,3
9260.0,0.35096,0.00830,0.35163,3
9265.0,0.35073,0.00851,0.35139,3
9270.0,0.35048,0.00871,0.35114,3
9275.0,0.35021,0.00890,0.35086,3
9280.0,0.34992,0.00907,0.35056,3
9285.0,0.34961,0.00922,0.35023,3
9290.0,0.34928,0.00935,0.34989,3
9295.0,0.34894,0.00947,0.34953,3
9300.0,0.34857,0.00956,0.34915,3
9305.0,0.34819,0.00963,0.34875,3
9310.0,0.34779,0.00968,0.34833,3
9315.0,0.34738,0.00971,0.34790,3
9320.0,0.34695,0.00972,0.34745,3
9325.0,0.34650,0.00970,0.34698,3
9330.0,0.34604,0.00966,0.34649,3
9335.0,0.34557,0.00959,0.34599,3
9340.0,0.34509,0.00951,0.34548,3
9345.0,0.34459,0.00939,0.34496,3
9350.0,0.34408,0.00926,0.34442,3
9355.0,0.34356,0.00910,0.34387,3
9360.0,0.34303,0.00892,0.34331,3
9365.0,0.34249,0.00872,0.34275,3
9370.0,0.34195,0.00849,0.34217,3
9375.0,0.34140,0.00825,0.34159,3
9380.0,0.34084,0.00799,0.34100,3
9385.0,0.34027,0.00772,0.34041,3
9390.0,0.33970,0.00743,0.33981,3
9395.0,0.33913,0.00713,0.33921,3
9400.0,0.33855,0.00682,0.33861,3
9405.0,0.33798,0.00651,0.33801,3
9410.0,0.33740,0.00620,0.33740,3
9415.0,0.33681,0.00589,0.33680,3
9420.0,0.33623,0.00560,0.33620,3
9425.0,0.33565,0.00532,0.33560,3
9430.0,0.33507,0.00506,0.33501,3
9435.0,0.33449,0.00483,0.33441,3
9440.0,0.33391,0.00464,0.33383,3
9445.0,0.33334,0.00448,0.33324,3
9450.0,0.33276,0.00436,0.33267,3
9455.0,0.33220,0.00429,0.33209,3
9460.0,0.33163,0.00426,0.33152,3
9465.0,0.33108,0.00428,0.33096,3
9470.0,0.33053,0.00435,0.33040,3
9475.0,0.33000,0.00447,0.32984,3
9480.0,0.32948,0.00463,0.32928,3
9485.0,0.32898,0.00482,0.32873,3
9490.0,0.32850,0.00504,0.32817,3
9495.0,0.32805,0.00528,0.32762,3
9500.0,0.32763,0.00553,0.32705,3
9505.0,0.32725,0.00577,0.32649,3
9510.0,0.32691,0.00600,0.32591,3
9515.0,0.32661,0.00621,0.32532,3
9520.0,0.32637,0.00637,0.32471,3
9525.0,0.32618,0.00649,0.32409,3
9530.0,0.32605,0.00656,0.32344,3
9535.0,0.32597,0.00657,0.32276,3
9540.0,0.32594,0.00651,0.32204,3
9545.0,0.32597,0.00639,0.32129,3
9550.0,0.32605,0.00620,0.32049,3
9555.0,0.32616,0.00597,0.31964,3
9560.0,0.32631,0.00568,0.31872,3
9565.0,0.32648,0.00536,0.33046,2
9570.0,0.32667,0.00500,0.33044,2
9575.0,0.32686,0.00464,0.33039,2
9580.0,0.32704,0.00427,0.33033,2
9585.0,0.32720,0.00391,0.33026,2
9590.0,0.32733,0.00356,0.33015,2
9595.0,0.32743,0.00325,0.33003,2
9600.0,0.32749,0.00297,0.32988,2
9605.0,0.32750,0.00274,0.32970,2
9610.0,0.32746,0.00255,0.32949,2
9615.0,0.32736,0.00240,0.32925,2
9620.0,0.32721,0.00231,0.32898,2
9625.0,0.32700,0.00225,0.32867,2
9630.0,0.32674,0.00224,0.32832,2
9635.0,0.32642,0.00227,0.32793,2
9640.0,0.32606,0.00234,0.32750,2
9645.0,0.32564,0.00243,0.32703,2
9650.0,0.32518,0.00254,0.32652,2
9655.0,0.32467,0.00267,0.32596,2
9660.0,0.32413,0.00282,0.32536,2
9665.0,0.32354,0.00297,0.32472,2
9670.0,0.32293,0.00313,0.32404,2
9675.0,0.32228,0.00328,0.32331,2
9680.0,0.32160,0.00342,0.32255,2
9685.0,0.32089,0.00355,0.32174,2
9690.0,0.32016,0.00366,0.32091,2
9695.0,0.31940,0.00375,0.32004,2
9700.0,0.31863,0.00382,0.31914,2
9705.0,0.31783,0.00385,0.31821,2
9710.0,0.31701,0.00386,0.31727,2
9715.0,0.31617,0.00384,0.31632,2
9720.0,0.31531,0.00378,0.31535,2
9725.0,0.31443,0.00369,0.31439,2
9730.0,0.31351,0.00357,0.31344,2
9735.0,0.31257,0.00342,0.31251,2
9740.0,0.31158,0.00324,0.31160,2
9745.0,0.31055,0.00304,0.31073,2
9750.0,0.30947,0.00282,0.30992,2
9755.0,0.30833,0.00259,0.30918,2
9760.0,0.30714,0.00236,0.31192,1
9765.0,0.30587,0.00212,0.31049,1
9770.0,0.30453,0.00188,0.30898,1
9775.0,0.30311,0.00165,0.30738,1
9780.0,0.30161,0.00143,0.30570,1
9785.0,0.30004,0.00123,0.30393,1
9790.0,0.29839,0.00104,0.30207,1
9795.0,0.29666,0.00087,0.30011,1
9800.0,0.29487,0.00071,0.29805,1
9805.0,0.29303,0.00058,0.29589,1
9810.0,0.29114,0.00047,0.29361,1
9815.0,0.28922,0.00037,0.29122,1
9820.0,0.28728,0.00029,0.28870,1
9825.0,0.28534,0.00022,0.28606,1
9830.0,0.28343,0.00017,0.28328,1
9835.0,0.28155,0.00013,0.28037,1
9840.0,0.27972,0.00009,0.27730,1
9845.0,0.27796,0.00007,0.27408,1
9850.0,0.27629,0.00005,0.27070,1
9855.0,0.27471,0.00004,0.26715,1
9860.0,0.27325,0.00002,0.26371,1
