grating,wavelength_A,composite_pct,sd_pct,n_blazes,n_effective
RL,7220,29.037,1.079,6,6.00
RL,7221,29.041,1.077,6,6.00
RL,7222,29.044,1.076,6,6.00
RL,7223,29.048,1.075,6,6.00
RL,7224,29.052,1.073,6,6.00
RL,7225,29.055,1.072,6,6.00
RL,7226,29.059,1.070,6,6.00
RL,7227,29.062,1.069,6,6.00
RL,7228,29.066,1.067,6,6.00
RL,7229,29.069,1.066,6,6.00
RL,7230,29.073,1.064,6,6.00
RL,7231,29.076,1.063,6,6.00
RL,7232,29.080,1.061,6,6.00
RL,7233,29.084,1.060,6,6.00
RL,7234,29.087,1.058,6,6.00
RL,7235,29.091,1.057,6,6.00
RL,7236,29.094,1.055,6,6.00
RL,7237,29.098,1.054,6,6.00
RL,7238,29.101,1.052,6,6.00
RL,7239,29.105,1.051,6,6.00
RL,7240,29.108,1.049,6,6.00
RL,7241,29.112,1.048,6,6.00
RL,7242,29.115,1.046,6,6.00
RL,7243,29.118,1.045,6,6.00
RL,7244,29.122,1.043,6,6.00
RL,7245,29.125,1.042,6,6.00
RL,7246,29.129,1.040,6,6.00
RL,7247,29.132,1.039,6,6.00
RL,7248,29.136,1.037,6,6.00
RL,7249,29.139,1.036,6,6.00
RL,7250,29.143,1.034,6,6.00
RL,7251,29.146,1.033,6,6.00
RL,7252,29.149,1.031,6,6.00
RL,7253,29.153,1.030,6,6.00
RL,7254,29.156,1.028,6,6.00
RL,7255,29.160,1.027,6,6.00
RL,7256,29.163,1.025,6,6.00
RL,7257,29.166,1.024,6,6.00
RL,7258,29.170,1.022,6,6.00
RL,7259,29.173,1.021,6,6.00
RL,7260,29.176,1.019,6,6.00
RL,7261,29.180,1.018,6,6.00
RL,7262,29.183,1.016,6,6.00
RL,7263,29.186,1.015,6,6.00
RL,7264,29.190,1.013,6,6.00
RL,7265,29.193,1.012,6,6.00
RL,7266,29.196,1.010,6,6.00
RL,7267,29.200,1.009,6,6.00
RL,7268,29.203,1.007,6,6.00
RL,7269,29.206,1.006,6,6.00
RL,7270,29.209,1.004,6,6.00
RL,7271,29.213,1.002,6,6.00
RL,7272,29.216,1.001,6,6.00
RL,7273,29.219,0.999,6,6.00
RL,7274,29.223,0.998,6,6.00
RL,7275,29.226,0.996,6,6.00
RL,7276,29.229,0.995,6,6.00
RL,7277,29.232,0.993,6,6.00
RL,7278,29.236,0.992,6,6.00
RL,7279,29.239,0.990,6,6.00
RL,7280,29.242,0.989,6,6.00
RL,7281,29.245,0.987,6,6.00
RL,7282,29.248,0.986,6,6.00
RL,7283,29.252,0.984,6,6.00
RL,7284,29.255,0.982,6,6.00
RL,7285,29.258,0.981,6,6.00
RL,7286,29.261,0.979,6,6.00
RL,7287,29.264,0.978,6,6.00
RL,7288,29.267,0.976,6,6.00
RL,7289,29.271,0.975,6,6.00
RL,7290,29.274,0.973,6,6.00
RL,7291,29.277,0.972,6,6.00
RL,7292,29.280,0.970,6,6.00
RL,7293,29.283,0.969,6,6.00
RL,7294,29.286,0.967,6,6.00
RL,7295,29.289,0.965,6,6.00
RL,7296,29.293,0.964,6,6.00
RL,7297,29.296,0.962,6,6.00
RL,7298,29.299,0.961,6,6.00
RL,7299,29.302,0.959,6,6.00
RL,7300,29.305,0.958,6,6.00
RL,7301,29.308,0.956,6,6.00
RL,7302,29.311,0.955,6,6.00
RL,7303,29.314,0.953,6,6.00
RL,7304,29.317,0.951,6,6.00
RL,7305,29.320,0.950,6,6.00
RL,7306,29.323,0.948,6,6.00
RL,7307,29.326,0.947,6,6.00
RL,7308,29.329,0.945,6,6.00
RL,7309,29.332,0.944,6,6.00
RL,7310,29.335,0.942,6,6.00
RL,7311,29.338,0.941,6,6.00
RL,7312,29.341,0.939,6,6.00
RL,7313,29.344,0.937,6,6.00
RL,7314,29.347,0.936,6,6.00
RL,7315,29.350,0.934,6,6.00
RL,7316,29.353,0.933,6,6.00
RL,7317,29.356,0.931,6,6.00
RL,7318,29.359,0.930,6,6.00
RL,7319,29.362,0.928,6,6.00
RL,7320,29.365,0.927,6,6.00
RL,7321,29.368,0.925,6,6.00
RL,7322,29.371,0.923,6,6.00
RL,7323,29.374,0.922,6,6.00
RL,7324,29.377,0.920,6,6.00
RL,7325,29.380,0.919,6,6.00
RL,7326,29.383,0.917,6,6.00
RL,7327,29.385,0.916,6,6.00
RL,7328,29.388,0.914,6,6.00
RL,7329,29.391,0.913,6,6.00
RL,7330,29.394,0.911,6,6.00
RL,7331,29.397,0.909,6,6.00
RL,7332,29.400,0.908,6,6.00
RL,7333,29.403,0.906,6,6.00
RL,7334,29.405,0.905,6,6.00
RL,7335,29.408,0.903,6,6.00
RL,7336,29.411,0.902,6,6.00
RL,7337,29.414,0.900,6,6.00
RL,7338,29.417,0.899,6,6.00
RL,7339,29.419,0.897,6,6.00
RL,7340,29.422,0.895,6,6.00
RL,7341,29.425,0.894,6,6.00
RL,7342,29.428,0.892,6,6.00
RL,7343,29.431,0.891,6,6.00
RL,7344,29.433,0.889,6,6.00
RL,7345,29.436,0.888,6,6.00
RL,7346,29.439,0.886,6,6.00
RL,7347,29.442,0.885,6,6.00
RL,7348,29.444,0.883,6,6.00
RL,7349,29.447,0.882,6,6.00
RL,7350,29.450,0.880,6,6.00
RL,7351,29.452,0.878,6,6.00
RL,7352,29.455,0.877,6,6.00
RL,7353,29.458,0.875,6,6.00
RL,7354,29.460,0.874,6,6.00
RL,7355,29.463,0.872,6,6.00
RL,7356,29.466,0.871,6,6.00
RL,7357,29.468,0.869,6,6.00
RL,7358,29.471,0.868,6,6.00
RL,7359,29.474,0.866,6,6.00
RL,7360,29.476,0.865,6,6.00
RL,7361,29.479,0.863,6,6.00
RL,7362,29.482,0.861,6,6.00
RL,7363,29.484,0.860,6,6.00
RL,7364,29.487,0.858,6,6.00
RL,7365,29.489,0.857,6,6.00
RL,7366,29.492,0.855,6,6.00
RL,7367,29.495,0.854,6,6.00
RL,7368,29.497,0.852,6,6.00
RL,7369,29.500,0.851,6,6.00
RL,7370,29.502,0.849,6,6.00
RL,7371,29.505,0.848,6,6.00
RL,7372,29.507,0.846,6,6.00
RL,7373,29.510,0.845,6,6.00
RL,7374,29.512,0.843,6,6.00
RL,7375,29.515,0.841,6,6.00
RL,7376,29.517,0.840,6,6.00
RL,7377,29.520,0.838,6,6.00
RL,7378,29.522,0.837,6,6.00
RL,7379,29.525,0.835,6,6.00
RL,7380,29.527,0.834,6,6.00
RL,7381,29.530,0.832,6,6.00
RL,7382,29.532,0.831,6,6.00
RL,7383,29.535,0.829,6,6.00
RL,7384,29.537,0.828,6,6.00
RL,7385,29.540,0.826,6,6.00
RL,7386,29.542,0.825,6,6.00
RL,7387,29.545,0.823,6,6.00
RL,7388,29.547,0.822,6,6.00
RL,7389,29.549,0.820,6,6.00
RL,7390,29.552,0.819,6,6.00
RL,7391,29.554,0.817,6,6.00
RL,7392,29.556,0.816,6,6.00
RL,7393,29.559,0.814,6,6.00
RL,7394,29.561,0.813,6,6.00
RL,7395,29.564,0.811,6,6.00
RL,7396,29.566,0.810,6,6.00
RL,7397,29.568,0.808,6,6.00
RL,7398,29.571,0.807,6,6.00
RL,7399,29.573,0.805,6,6.00
RL,7400,29.575,0.804,6,6.00
RL,7401,29.578,0.802,6,6.00
RL,7402,29.580,0.801,6,6.00
RL,7403,29.582,0.799,6,6.00
RL,7404,29.584,0.798,6,6.00
RL,7405,29.587,0.796,6,6.00
RL,7406,29.589,0.795,6,6.00
RL,7407,29.591,0.793,6,6.00
RL,7408,29.593,0.792,6,6.00
RL,7409,29.596,0.790,6,6.00
RL,7410,29.598,0.789,6,6.00
RL,7411,29.600,0.787,6,6.00
RL,7412,29.602,0.786,6,6.00
RL,7413,29.605,0.784,6,6.00
RL,7414,29.607,0.783,6,6.00
RL,7415,29.609,0.781,6,6.00
RL,7416,29.611,0.780,6,6.00
RL,7417,29.613,0.778,6,6.00
RL,7418,29.615,0.777,6,6.00
RL,7419,29.618,0.775,6,6.00
RL,7420,29.620,0.774,6,6.00
RL,7421,29.622,0.773,6,6.00
RL,7422,29.624,0.771,6,6.00
RL,7423,29.626,0.770,6,6.00
RL,7424,29.628,0.768,6,6.00
RL,7425,29.630,0.767,6,6.00
RL,7426,29.632,0.765,6,6.00
RL,7427,29.634,0.764,6,6.00
RL,7428,29.637,0.762,6,6.00
RL,7429,29.639,0.761,6,6.00
RL,7430,29.641,0.759,6,6.00
RL,7431,29.643,0.758,6,6.00
RL,7432,29.645,0.757,6,6.00
RL,7433,29.647,0.755,6,6.00
RL,7434,29.649,0.754,6,6.00
RL,7435,29.651,0.752,6,6.00
RL,7436,29.653,0.751,6,6.00
RL,7437,29.655,0.749,6,6.00
RL,7438,29.657,0.748,6,6.00
RL,7439,29.659,0.747,6,6.00
RL,7440,29.661,0.745,6,6.00
RL,7441,29.663,0.744,6,6.00
RL,7442,29.665,0.742,6,6.00
RL,7443,29.667,0.741,6,6.00
RL,7444,29.669,0.739,6,6.00
RL,7445,29.671,0.738,6,6.00
RL,7446,29.672,0.737,6,6.00
RL,7447,29.674,0.735,6,6.00
RL,7448,29.676,0.734,6,6.00
RL,7449,29.678,0.732,6,6.00
RL,7450,29.680,0.731,6,6.00
RL,7451,29.682,0.730,6,6.00
RL,7452,29.684,0.728,6,6.00
RL,7453,29.686,0.727,6,6.00
RL,7454,29.688,0.725,6,6.00
RL,7455,29.689,0.724,6,6.00
RL,7456,29.691,0.723,6,6.00
RL,7457,29.693,0.721,6,6.00
RL,7458,29.695,0.720,6,6.00
RL,7459,29.697,0.719,6,6.00
RL,7460,29.699,0.717,6,6.00
RL,7461,29.700,0.716,6,6.00
RL,7462,29.702,0.714,6,6.00
RL,7463,29.704,0.713,6,6.00
RL,7464,29.706,0.712,6,6.00
RL,7465,29.707,0.710,6,6.00
RL,7466,29.709,0.709,6,6.00
RL,7467,29.711,0.708,6,6.00
RL,7468,29.713,0.706,6,6.00
RL,7469,29.714,0.705,6,6.00
RL,7470,29.716,0.704,6,6.00
RL,7471,29.718,0.702,6,6.00
RL,7472,29.720,0.701,6,6.00
RL,7473,29.721,0.700,6,6.00
RL,7474,29.723,0.698,6,6.00
RL,7475,29.725,0.697,6,6.00
RL,7476,29.726,0.696,6,6.00
RL,7477,29.728,0.694,6,6.00
RL,7478,29.730,0.693,6,6.00
RL,7479,29.731,0.692,6,6.00
RL,7480,29.733,0.690,6,6.00
RL,7481,29.735,0.689,6,6.00
RL,7482,29.736,0.688,6,6.00
RL,7483,29.738,0.686,6,6.00
RL,7484,29.740,0.685,6,6.00
RL,7485,29.741,0.684,6,6.00
RL,7486,29.743,0.682,6,6.00
RL,7487,29.744,0.681,6,6.00
RL,7488,29.746,0.680,6,6.00
RL,7489,29.747,0.679,6,6.00
RL,7490,29.749,0.677,6,6.00
RL,7491,29.751,0.676,6,6.00
RL,7492,29.752,0.675,6,6.00
RL,7493,29.754,0.673,6,6.00
RL,7494,29.755,0.672,6,6.00
RL,7495,29.757,0.671,6,6.00
RL,7496,29.758,0.670,6,6.00
RL,7497,29.760,0.668,6,6.00
RL,7498,29.761,0.667,6,6.00
RL,7499,29.763,0.666,6,6.00
RL,7500,29.764,0.665,6,6.00
RL,7501,29.766,0.663,6,6.00
RL,7502,29.767,0.662,6,6.00
RL,7503,29.769,0.661,6,6.00
RL,7504,29.770,0.660,6,6.00
RL,7505,29.772,0.658,6,6.00
RL,7506,29.773,0.657,6,6.00
RL,7507,29.774,0.656,6,6.00
RL,7508,29.776,0.655,6,6.00
RL,7509,29.777,0.653,6,6.00
RL,7510,29.779,0.652,6,6.00
RL,7511,29.780,0.651,6,6.00
RL,7512,29.782,0.650,6,6.00
RL,7513,29.783,0.649,6,6.00
RL,7514,29.784,0.647,6,6.00
RL,7515,29.786,0.646,6,6.00
RL,7516,29.787,0.645,6,6.00
RL,7517,29.788,0.644,6,6.00
RL,7518,29.790,0.643,6,6.00
RL,7519,29.791,0.641,6,6.00
RL,7520,29.792,0.640,6,6.00
RL,7521,29.794,0.639,6,6.00
RL,7522,29.795,0.638,6,6.00
RL,7523,29.796,0.637,6,6.00
RL,7524,29.798,0.635,6,6.00
RL,7525,29.799,0.634,6,6.00
RL,7526,29.800,0.633,6,6.00
RL,7527,29.802,0.632,6,6.00
RL,7528,29.803,0.631,6,6.00
RL,7529,29.804,0.630,6,6.00
RL,7530,29.805,0.629,6,6.00
RL,7531,29.807,0.627,6,6.00
RL,7532,29.808,0.626,6,6.00
RL,7533,29.809,0.625,6,6.00
RL,7534,29.810,0.624,6,6.00
RL,7535,29.811,0.623,6,6.00
RL,7536,29.813,0.622,6,6.00
RL,7537,29.814,0.621,6,6.00
RL,7538,29.815,0.620,6,6.00
RL,7539,29.816,0.618,6,6.00
RL,7540,29.817,0.617,6,6.00
RL,7541,29.819,0.616,6,6.00
RL,7542,29.820,0.615,6,6.00
RL,7543,29.821,0.614,6,6.00
RL,7544,29.822,0.613,6,6.00
RL,7545,29.823,0.612,6,6.00
RL,7546,29.824,0.611,6,6.00
RL,7547,29.826,0.610,6,6.00
RL,7548,29.827,0.609,6,6.00
RL,7549,29.828,0.608,6,6.00
RL,7550,29.829,0.606,6,6.00
RL,7551,29.830,0.605,6,6.00
RL,7552,29.831,0.604,6,6.00
RL,7553,29.832,0.603,6,6.00
RL,7554,29.833,0.602,6,6.00
RL,7555,29.834,0.601,6,6.00
RL,7556,29.835,0.600,6,6.00
RL,7557,29.836,0.599,6,6.00
RL,7558,29.837,0.598,6,6.00
RL,7559,29.838,0.597,6,6.00
RL,7560,29.840,0.596,6,6.00
RL,7561,29.841,0.595,6,6.00
RL,7562,29.842,0.594,6,6.00
RL,7563,29.843,0.593,6,6.00
RL,7564,29.844,0.592,6,6.00
RL,7565,29.845,0.591,6,6.00
RL,7566,29.846,0.590,6,6.00
RL,7567,29.847,0.589,6,6.00
RL,7568,29.848,0.588,6,6.00
RL,7569,29.848,0.587,6,6.00
RL,7570,29.849,0.586,6,6.00
RL,7571,29.850,0.585,6,6.00
RL,7572,29.851,0.584,6,6.00
RL,7573,29.852,0.583,6,6.00
RL,7574,29.853,0.582,6,6.00
RL,7575,29.854,0.581,6,6.00
RL,7576,29.855,0.580,6,6.00
RL,7577,29.856,0.579,6,6.00
RL,7578,29.857,0.579,6,6.00
RL,7579,29.858,0.578,6,6.00
RL,7580,29.859,0.577,6,6.00
RL,7581,29.859,0.576,6,6.00
RL,7582,29.860,0.575,6,6.00
RL,7583,29.861,0.574,6,6.00
RL,7584,29.862,0.573,6,6.00
RL,7585,29.863,0.572,6,6.00
RL,7586,29.864,0.571,6,6.00
RL,7587,29.865,0.570,6,6.00
RL,7588,29.865,0.569,6,6.00
RL,7589,29.866,0.569,6,6.00
RL,7590,29.867,0.568,6,6.00
RL,7591,29.868,0.567,6,6.00
RL,7592,29.869,0.566,6,6.00
RL,7593,29.869,0.565,6,6.00
RL,7594,29.870,0.564,6,6.00
RL,7595,29.871,0.563,6,6.00
RL,7596,29.872,0.563,6,6.00
RL,7597,29.873,0.562,6,6.00
RL,7598,29.873,0.561,6,6.00
RL,7599,29.874,0.560,6,6.00
RL,7600,29.875,0.559,6,6.00
RL,7601,29.876,0.558,6,6.00
RL,7602,29.876,0.558,6,6.00
RL,7603,29.877,0.557,6,6.00
RL,7604,29.878,0.556,6,6.00
RL,7605,29.878,0.555,6,6.00
RL,7606,29.879,0.554,6,6.00
RL,7607,29.880,0.554,6,6.00
RL,7608,29.881,0.553,6,6.00
RL,7609,29.881,0.552,6,6.00
RL,7610,29.882,0.551,6,6.00
RL,7611,29.883,0.551,6,6.00
RL,7612,29.883,0.550,6,6.00
RL,7613,29.884,0.549,6,6.00
RL,7614,29.885,0.548,6,6.00
RL,7615,29.885,0.548,6,6.00
RL,7616,29.886,0.547,6,6.00
RL,7617,29.886,0.546,6,6.00
RL,7618,29.887,0.545,6,6.00
RL,7619,29.888,0.545,6,6.00
RL,7620,29.888,0.544,6,6.00
RL,7621,29.889,0.543,6,6.00
RL,7622,29.889,0.543,6,6.00
RL,7623,29.890,0.542,6,6.00
RL,7624,29.891,0.541,6,6.00
RL,7625,29.891,0.540,6,6.00
RL,7626,29.892,0.540,6,6.00
RL,7627,29.892,0.539,6,6.00
RL,7628,29.893,0.538,6,6.00
RL,7629,29.893,0.538,6,6.00
RL,7630,29.894,0.537,6,6.00
RL,7631,29.894,0.536,6,6.00
RL,7632,29.895,0.536,6,6.00
RL,7633,29.896,0.535,6,6.00
RL,7634,29.896,0.535,6,6.00
RL,7635,29.897,0.534,6,6.00
RL,7636,29.897,0.533,6,6.00
RL,7637,29.898,0.533,6,6.00
RL,7638,29.898,0.532,6,6.00
RL,7639,29.898,0.532,6,6.00
RL,7640,29.899,0.531,6,6.00
RL,7641,29.899,0.530,6,6.00
RL,7642,29.900,0.530,6,6.00
RL,7643,29.900,0.529,6,6.00
RL,7644,29.901,0.529,6,6.00
RL,7645,29.901,0.528,6,6.00
RL,7646,29.902,0.527,6,6.00
RL,7647,29.902,0.527,6,6.00
RL,7648,29.902,0.526,6,6.00
RL,7649,29.903,0.526,6,6.00
RL,7650,29.903,0.525,6,6.00
RL,7651,29.904,0.525,6,6.00
RL,7652,29.904,0.524,6,6.00
RL,7653,29.904,0.524,6,6.00
RL,7654,29.905,0.523,6,6.00
RL,7655,29.905,0.523,6,6.00
RL,7656,29.906,0.522,6,6.00
RL,7657,29.906,0.522,6,6.00
RL,7658,29.906,0.521,6,6.00
RL,7659,29.907,0.521,6,6.00
RL,7660,29.907,0.520,6,6.00
RL,7661,29.907,0.520,6,6.00
RL,7662,29.908,0.519,6,6.00
RL,7663,29.908,0.519,6,6.00
RL,7664,29.908,0.518,6,6.00
RL,7665,29.909,0.518,6,6.00
RL,7666,29.909,0.518,6,6.00
RL,7667,29.909,0.517,6,6.00
RL,7668,29.909,0.517,6,6.00
RL,7669,29.910,0.516,6,6.00
RL,7670,29.910,0.516,6,6.00
RL,7671,29.910,0.516,6,6.00
RL,7672,29.910,0.515,6,6.00
RL,7673,29.911,0.515,6,6.00
RL,7674,29.911,0.514,6,6.00
RL,7675,29.911,0.514,6,6.00
RL,7676,29.911,0.514,6,6.00
RL,7677,29.912,0.513,6,6.00
RL,7678,29.912,0.513,6,6.00
RL,7679,29.912,0.513,6,6.00
RL,7680,29.912,0.512,6,6.00
RL,7681,29.912,0.512,6,6.00
RL,7682,29.913,0.512,6,6.00
RL,7683,29.913,0.511,6,6.00
RL,7684,29.913,0.511,6,6.00
RL,7685,29.913,0.511,6,6.00
RL,7686,29.913,0.510,6,6.00
RL,7687,29.914,0.510,6,6.00
RL,7688,29.914,0.510,6,6.00
RL,7689,29.914,0.509,6,6.00
RL,7690,29.914,0.509,6,6.00
RL,7691,29.914,0.509,6,6.00
RL,7692,29.914,0.509,6,6.00
RL,7693,29.914,0.508,6,6.00
RL,7694,29.915,0.508,6,6.00
RL,7695,29.915,0.508,6,6.00
RL,7696,29.915,0.508,6,6.00
RL,7697,29.915,0.507,6,6.00
RL,7698,29.915,0.507,6,6.00
RL,7699,29.915,0.507,6,6.00
RL,7700,29.915,0.507,6,6.00
RL,7701,29.915,0.507,6,6.00
RL,7702,29.915,0.506,6,6.00
RL,7703,29.915,0.506,6,6.00
RL,7704,29.915,0.506,6,6.00
RL,7705,29.915,0.506,6,6.00
RL,7706,29.915,0.506,6,6.00
RL,7707,29.916,0.506,6,6.00
RL,7708,29.916,0.505,6,6.00
RL,7709,29.916,0.505,6,6.00
RL,7710,29.916,0.505,6,6.00
RL,7711,29.916,0.505,6,6.00
RL,7712,29.916,0.505,6,6.00
RL,7713,29.916,0.505,6,6.00
RL,7714,29.916,0.505,6,6.00
RL,7715,29.916,0.505,6,6.00
RL,7716,29.916,0.505,6,6.00
RL,7717,29.916,0.504,6,6.00
RL,7718,29.916,0.504,6,6.00
RL,7719,29.915,0.504,6,6.00
RL,7720,29.915,0.504,6,6.00
RL,7721,29.915,0.504,6,6.00
RL,7722,29.915,0.504,6,6.00
RL,7723,29.915,0.504,6,6.00
RL,7724,29.915,0.504,6,6.00
RL,7725,29.915,0.504,6,6.00
RL,7726,29.915,0.504,6,6.00
RL,7727,29.915,0.504,6,6.00
RL,7728,29.915,0.504,6,6.00
RL,7729,29.915,0.504,6,6.00
RL,7730,29.915,0.504,6,6.00
RL,7731,29.915,0.504,6,6.00
RL,7732,29.914,0.504,6,6.00
RL,7733,29.914,0.504,6,6.00
RL,7734,29.914,0.504,6,6.00
RL,7735,29.914,0.504,6,6.00
RL,7736,29.914,0.504,6,6.00
RL,7737,29.914,0.504,6,6.00
RL,7738,29.914,0.504,6,6.00
RL,7739,29.914,0.504,6,6.00
RL,7740,29.913,0.504,6,6.00
RL,7741,29.913,0.504,6,6.00
RL,7742,29.913,0.504,6,6.00
RL,7743,29.913,0.505,6,6.00
RL,7744,29.913,0.505,6,6.00
RL,7745,29.912,0.505,6,6.00
RL,7746,29.912,0.505,6,6.00
RL,7747,29.912,0.505,6,6.00
RL,7748,29.912,0.505,6,6.00
RL,7749,29.912,0.505,6,6.00
RL,7750,29.911,0.505,6,6.00
RL,7751,29.911,0.505,6,6.00
RL,7752,29.911,0.506,6,6.00
RL,7753,29.911,0.506,6,6.00
RL,7754,29.910,0.506,6,6.00
RL,7755,29.910,0.506,6,6.00
RL,7756,29.910,0.506,6,6.00
RL,7757,29.910,0.506,6,6.00
RL,7758,29.909,0.507,6,6.00
RL,7759,29.909,0.507,6,6.00
RL,7760,29.909,0.507,6,6.00
RL,7761,29.909,0.507,6,6.00
RL,7762,29.908,0.507,6,6.00
RL,7763,29.908,0.508,6,6.00
RL,7764,29.908,0.508,6,6.00
RL,7765,29.907,0.508,6,6.00
RL,7766,29.907,0.508,6,6.00
RL,7767,29.907,0.508,6,6.00
RL,7768,29.906,0.509,6,6.00
RL,7769,29.906,0.509,6,6.00
RL,7770,29.906,0.509,6,6.00
RL,7771,29.905,0.509,6,6.00
RL,7772,29.905,0.510,6,6.00
RL,7773,29.905,0.510,6,6.00
RL,7774,29.904,0.510,6,6.00
RL,7775,29.904,0.510,6,6.00
RL,7776,29.904,0.511,6,6.00
RL,7777,29.903,0.511,6,6.00
RL,7778,29.903,0.511,6,6.00
RL,7779,29.903,0.512,6,6.00
RL,7780,29.902,0.512,6,6.00
RL,7781,29.902,0.512,6,6.00
RL,7782,29.901,0.513,6,6.00
RL,7783,29.901,0.513,6,6.00
RL,7784,29.901,0.513,6,6.00
RL,7785,29.900,0.513,6,6.00
RL,7786,29.900,0.514,6,6.00
RL,7787,29.899,0.514,6,6.00
RL,7788,29.899,0.515,6,6.00
RL,7789,29.898,0.515,6,6.00
RL,7790,29.898,0.515,6,6.00
RL,7791,29.898,0.516,6,6.00
RL,7792,29.897,0.516,6,6.00
RL,7793,29.897,0.516,6,6.00
RL,7794,29.896,0.517,6,6.00
RL,7795,29.896,0.517,6,6.00
RL,7796,29.895,0.517,6,6.00
RL,7797,29.895,0.518,6,6.00
RL,7798,29.894,0.518,6,6.00
RL,7799,29.894,0.519,6,6.00
RL,7800,29.893,0.519,6,6.00
RL,7801,29.893,0.520,6,6.00
RL,7802,29.892,0.520,6,6.00
RL,7803,29.892,0.520,6,6.00
RL,7804,29.891,0.521,6,6.00
RL,7805,29.891,0.521,6,6.00
RL,7806,29.890,0.522,6,6.00
RL,7807,29.890,0.522,6,6.00
RL,7808,29.889,0.523,6,6.00
RL,7809,29.888,0.523,6,6.00
RL,7810,29.888,0.524,6,6.00
RL,7811,29.887,0.524,6,6.00
RL,7812,29.887,0.524,6,6.00
RL,7813,29.886,0.525,6,6.00
RL,7814,29.886,0.525,6,6.00
RL,7815,29.885,0.526,6,6.00
RL,7816,29.884,0.526,6,6.00
RL,7817,29.884,0.527,6,6.00
RL,7818,29.883,0.527,6,6.00
RL,7819,29.883,0.528,6,6.00
RL,7820,29.882,0.528,6,6.00
RL,7821,29.881,0.529,6,6.00
RL,7822,29.881,0.529,6,6.00
RL,7823,29.880,0.530,6,6.00
RL,7824,29.880,0.531,6,6.00
RL,7825,29.879,0.531,6,6.00
RL,7826,29.878,0.532,6,6.00
RL,7827,29.878,0.532,6,6.00
RL,7828,29.877,0.533,6,6.00
RL,7829,29.876,0.533,6,6.00
RL,7830,29.876,0.534,6,6.00
RL,7831,29.875,0.534,6,6.00
RL,7832,29.874,0.535,6,6.00
RL,7833,29.874,0.536,6,6.00
RL,7834,29.873,0.536,6,6.00
RL,7835,29.872,0.537,6,6.00
RL,7836,29.872,0.537,6,6.00
RL,7837,29.871,0.538,6,6.00
RL,7838,29.870,0.539,6,6.00
RL,7839,29.870,0.539,6,6.00
RL,7840,29.869,0.540,6,6.00
RL,7841,29.868,0.540,6,6.00
RL,7842,29.867,0.541,6,6.00
RL,7843,29.867,0.542,6,6.00
RL,7844,29.866,0.542,6,6.00
RL,7845,29.865,0.543,6,6.00
RL,7846,29.865,0.544,6,6.00
RL,7847,29.864,0.544,6,6.00
RL,7848,29.863,0.545,6,6.00
RL,7849,29.862,0.545,6,6.00
RL,7850,29.862,0.546,6,6.00
RL,7851,29.861,0.547,6,6.00
RL,7852,29.860,0.547,6,6.00
RL,7853,29.859,0.548,6,6.00
RL,7854,29.858,0.549,6,6.00
RL,7855,29.858,0.549,6,6.00
RL,7856,29.857,0.550,6,6.00
RL,7857,29.856,0.551,6,6.00
RL,7858,29.855,0.552,6,6.00
RL,7859,29.854,0.552,6,6.00
RL,7860,29.854,0.553,6,6.00
RL,7861,29.853,0.554,6,6.00
RL,7862,29.852,0.554,6,6.00
RL,7863,29.851,0.555,6,6.00
RL,7864,29.850,0.556,6,6.00
RL,7865,29.850,0.556,6,6.00
RL,7866,29.849,0.557,6,6.00
RL,7867,29.848,0.558,6,6.00
RL,7868,29.847,0.559,6,6.00
RL,7869,29.846,0.559,6,6.00
RL,7870,29.845,0.560,6,6.00
RL,7871,29.844,0.561,6,6.00
RL,7872,29.844,0.562,6,6.00
RL,7873,29.843,0.562,6,6.00
RL,7874,29.842,0.563,6,6.00
RL,7875,29.841,0.564,6,6.00
RL,7876,29.840,0.565,6,6.00
RL,7877,29.839,0.565,6,6.00
RL,7878,29.838,0.566,6,6.00
RL,7879,29.837,0.567,6,6.00
RL,7880,29.836,0.568,6,6.00
RL,7881,29.836,0.569,6,6.00
RL,7882,29.835,0.569,6,6.00
RL,7883,29.834,0.570,6,6.00
RL,7884,29.833,0.571,6,6.00
RL,7885,29.832,0.572,6,6.00
RL,7886,29.831,0.573,6,6.00
RL,7887,29.830,0.573,6,6.00
RL,7888,29.829,0.574,6,6.00
RL,7889,29.828,0.575,6,6.00
RL,7890,29.827,0.576,6,6.00
RL,7891,29.826,0.577,6,6.00
RL,7892,29.825,0.578,6,6.00
RL,7893,29.824,0.578,6,6.00
RL,7894,29.823,0.579,6,6.00
RL,7895,29.822,0.580,6,6.00
RL,7896,29.821,0.581,6,6.00
RL,7897,29.820,0.582,6,6.00
RL,7898,29.819,0.583,6,6.00
RL,7899,29.818,0.583,6,6.00
RL,7900,29.817,0.584,6,6.00
RL,7901,29.816,0.585,6,6.00
RL,7902,29.815,0.586,6,6.00
RL,7903,29.814,0.587,6,6.00
RL,7904,29.813,0.588,6,6.00
RL,7905,29.812,0.589,6,6.00
RL,7906,29.811,0.589,6,6.00
RL,7907,29.810,0.590,6,6.00
RL,7908,29.809,0.591,6,6.00
RL,7909,29.808,0.592,6,6.00
RL,7910,29.807,0.593,6,6.00
RL,7911,29.806,0.594,6,6.00
RL,7912,29.805,0.595,6,6.00
RL,7913,29.804,0.596,6,6.00
RL,7914,29.803,0.597,6,6.00
RL,7915,29.802,0.598,6,6.00
RL,7916,29.801,0.598,6,6.00
RL,7917,29.800,0.599,6,6.00
