grating,wavelength_A,composite_pct,sd_pct,n_blazes,n_effective
RM2,8037,30.676,0.471,2,1.00
RM2,8038,30.675,0.470,2,1.00
RM2,8039,30.674,0.470,2,1.00
RM2,8040,30.673,0.469,2,1.00
RM2,8041,30.672,0.469,2,1.01
RM2,8042,30.671,0.468,2,1.01
RM2,8043,30.670,0.468,2,1.01
RM2,8044,30.669,0.468,2,1.01
RM2,8045,30.668,0.467,2,1.01
RM2,8046,30.667,0.467,2,1.01
RM2,8047,30.666,0.466,2,1.01
RM2,8048,30.665,0.466,2,1.01
RM2,8049,30.664,0.465,2,1.02
RM2,8050,30.664,0.465,2,1.02
RM2,8051,30.663,0.465,2,1.02
RM2,8052,30.662,0.464,2,1.02
RM2,8053,30.661,0.464,2,1.02
RM2,8054,30.660,0.463,2,1.02
RM2,8055,30.659,0.463,2,1.03
RM2,8056,30.659,0.463,2,1.03
RM2,8057,30.658,0.462,2,1.03
RM2,8058,30.657,0.462,2,1.03
RM2,8059,30.656,0.461,2,1.03
RM2,8060,30.656,0.461,2,1.04
RM2,8061,30.655,0.461,2,1.04
RM2,8062,30.654,0.460,2,1.04
RM2,8063,30.653,0.460,2,1.04
RM2,8064,30.653,0.460,2,1.05
RM2,8065,30.652,0.459,2,1.05
RM2,8066,30.651,0.459,2,1.05
RM2,8067,30.651,0.459,2,1.06
RM2,8068,30.650,0.459,2,1.06
RM2,8069,30.649,0.458,2,1.06
RM2,8070,30.649,0.458,2,1.06
RM2,8071,30.648,0.458,2,1.07
RM2,8072,30.648,0.457,2,1.07
RM2,8073,30.647,0.457,2,1.07
RM2,8074,30.646,0.457,2,1.08
RM2,8075,30.646,0.457,2,1.08
RM2,8076,30.645,0.456,2,1.08
RM2,8077,30.645,0.456,2,1.09
RM2,8078,30.644,0.456,2,1.09
RM2,8079,30.644,0.456,2,1.09
RM2,8080,30.643,0.456,2,1.10
RM2,8081,30.643,0.455,2,1.10
RM2,8082,30.642,0.455,3,1.11
RM2,8083,30.642,0.455,3,1.11
RM2,8084,30.641,0.455,3,1.11
RM2,8085,30.641,0.454,3,1.12
RM2,8086,30.641,0.454,3,1.12
RM2,8087,30.640,0.454,3,1.13
RM2,8088,30.640,0.454,3,1.13
RM2,8089,30.639,0.454,3,1.14
RM2,8090,30.639,0.454,3,1.14
RM2,8091,30.639,0.453,3,1.15
RM2,8092,30.638,0.453,3,1.15
RM2,8093,30.638,0.453,3,1.16
RM2,8094,30.638,0.453,3,1.16
RM2,8095,30.637,0.453,3,1.17
RM2,8096,30.637,0.453,3,1.17
RM2,8097,30.637,0.453,3,1.18
RM2,8098,30.637,0.453,3,1.19
RM2,8099,30.636,0.452,3,1.19
RM2,8100,30.636,0.452,3,1.20
RM2,8101,30.636,0.452,3,1.21
RM2,8102,30.636,0.452,3,1.21
RM2,8103,30.636,0.452,3,1.22
RM2,8104,30.635,0.452,3,1.23
RM2,8105,30.635,0.452,3,1.23
RM2,8106,30.635,0.452,3,1.24
RM2,8107,30.635,0.452,3,1.25
RM2,8108,30.635,0.452,3,1.25
RM2,8109,30.635,0.452,3,1.26
RM2,8110,30.635,0.452,3,1.27
RM2,8111,30.635,0.452,3,1.28
RM2,8112,30.635,0.452,3,1.28
RM2,8113,30.635,0.452,3,1.29
RM2,8114,30.635,0.451,3,1.30
RM2,8115,30.634,0.451,3,1.31
RM2,8116,30.635,0.451,3,1.32
RM2,8117,30.635,0.451,3,1.32
RM2,8118,30.635,0.451,3,1.33
RM2,8119,30.635,0.451,3,1.34
RM2,8120,30.635,0.451,3,1.35
RM2,8121,30.635,0.451,3,1.36
RM2,8122,30.635,0.451,3,1.37
RM2,8123,30.635,0.452,3,1.38
RM2,8124,30.635,0.452,3,1.39
RM2,8125,30.635,0.452,3,1.39
RM2,8126,30.635,0.452,3,1.40
RM2,8127,30.636,0.452,3,1.41
RM2,8128,30.636,0.452,3,1.42
RM2,8129,30.636,0.452,3,1.43
RM2,8130,30.636,0.452,3,1.44
RM2,8131,30.637,0.452,4,1.45
RM2,8132,30.637,0.452,4,1.46
RM2,8133,30.637,0.452,4,1.47
RM2,8134,30.637,0.452,4,1.48
RM2,8135,30.638,0.452,4,1.49
RM2,8136,30.638,0.452,4,1.50
RM2,8137,30.638,0.452,4,1.51
RM2,8138,30.639,0.452,4,1.52
RM2,8139,30.639,0.453,4,1.53
RM2,8140,30.639,0.453,4,1.55
RM2,8141,30.640,0.453,4,1.56
RM2,8142,30.640,0.453,4,1.57
RM2,8143,30.641,0.453,4,1.58
RM2,8144,30.641,0.453,4,1.59
RM2,8145,30.642,0.453,4,1.60
RM2,8146,30.642,0.453,4,1.62
RM2,8147,30.643,0.454,4,1.63
RM2,8148,30.643,0.454,4,1.64
RM2,8149,30.644,0.454,4,1.65
RM2,8150,30.644,0.454,4,1.66
RM2,8151,30.645,0.454,4,1.68
RM2,8152,30.645,0.454,4,1.69
RM2,8153,30.646,0.455,4,1.70
RM2,8154,30.647,0.455,4,1.72
RM2,8155,30.647,0.455,4,1.73
RM2,8156,30.648,0.455,4,1.74
RM2,8157,30.649,0.455,4,1.76
RM2,8158,30.649,0.456,4,1.77
RM2,8159,30.650,0.456,4,1.78
RM2,8160,30.651,0.456,4,1.80
RM2,8161,30.652,0.456,4,1.81
RM2,8162,30.652,0.456,4,1.82
RM2,8163,30.653,0.457,4,1.84
RM2,8164,30.654,0.457,4,1.85
RM2,8165,30.655,0.457,4,1.87
RM2,8166,30.656,0.457,4,1.88
RM2,8167,30.657,0.458,4,1.90
RM2,8168,30.657,0.458,4,1.91
RM2,8169,30.658,0.458,4,1.93
RM2,8170,30.659,0.458,4,1.94
RM2,8171,30.660,0.458,4,1.95
RM2,8172,30.661,0.459,4,1.97
RM2,8173,30.662,0.459,4,1.98
RM2,8174,30.663,0.459,4,2.00
RM2,8175,30.664,0.460,4,2.02
RM2,8176,30.665,0.460,4,2.03
RM2,8177,30.666,0.460,4,2.05
RM2,8178,30.667,0.460,4,2.06
RM2,8179,30.668,0.461,4,2.08
RM2,8180,30.669,0.461,4,2.09
RM2,8181,30.671,0.461,4,2.11
RM2,8182,30.672,0.462,4,2.12
RM2,8183,30.673,0.462,4,2.14
RM2,8184,30.674,0.462,4,2.15
RM2,8185,30.675,0.463,4,2.17
RM2,8186,30.677,0.463,4,2.19
RM2,8187,30.678,0.463,4,2.20
RM2,8188,30.679,0.463,4,2.22
RM2,8189,30.680,0.464,4,2.23
RM2,8190,30.682,0.464,4,2.25
RM2,8191,30.683,0.464,4,2.27
RM2,8192,30.684,0.465,4,2.28
RM2,8193,30.686,0.465,4,2.30
RM2,8194,30.687,0.465,4,2.32
RM2,8195,30.688,0.466,4,2.33
RM2,8196,30.690,0.466,4,2.35
RM2,8197,30.691,0.467,4,2.36
RM2,8198,30.693,0.467,4,2.38
RM2,8199,30.694,0.467,4,2.40
RM2,8200,30.696,0.468,4,2.41
RM2,8201,30.697,0.468,4,2.43
RM2,8202,30.699,0.468,4,2.45
RM2,8203,30.700,0.469,4,2.46
RM2,8204,30.702,0.469,4,2.48
RM2,8205,30.704,0.470,4,2.50
RM2,8206,30.705,0.470,4,2.51
RM2,8207,30.707,0.470,4,2.53
RM2,8208,30.708,0.471,4,2.54
RM2,8209,30.710,0.471,4,2.56
RM2,8210,30.712,0.472,4,2.58
RM2,8211,30.714,0.472,4,2.59
RM2,8212,30.715,0.472,4,2.61
RM2,8213,30.717,0.473,4,2.63
RM2,8214,30.719,0.473,4,2.64
RM2,8215,30.721,0.474,4,2.66
RM2,8216,30.723,0.474,4,2.68
RM2,8217,30.724,0.475,4,2.69
RM2,8218,30.726,0.475,4,2.71
RM2,8219,30.728,0.475,4,2.72
RM2,8220,30.730,0.476,4,2.74
RM2,8221,30.732,0.476,4,2.76
RM2,8222,30.734,0.477,4,2.77
RM2,8223,30.736,0.477,4,2.79
RM2,8224,30.738,0.478,4,2.80
RM2,8225,30.740,0.478,4,2.82
RM2,8226,30.742,0.479,4,2.84
RM2,8227,30.744,0.479,4,2.85
RM2,8228,30.746,0.480,4,2.87
RM2,8229,30.748,0.480,4,2.88
RM2,8230,30.750,0.480,4,2.90
RM2,8231,30.753,0.481,4,2.91
RM2,8232,30.755,0.481,4,2.93
RM2,8233,30.757,0.482,4,2.95
RM2,8234,30.759,0.482,4,2.96
RM2,8235,30.761,0.483,4,2.98
RM2,8236,30.764,0.483,4,2.99
RM2,8237,30.766,0.484,4,3.01
RM2,8238,30.768,0.484,4,3.02
RM2,8239,30.771,0.485,4,3.04
RM2,8240,30.773,0.485,4,3.05
RM2,8241,30.775,0.486,4,3.07
RM2,8242,30.778,0.486,4,3.08
RM2,8243,30.780,0.487,4,3.10
RM2,8244,30.783,0.487,4,3.11
RM2,8245,30.785,0.488,4,3.12
RM2,8246,30.788,0.488,4,3.14
RM2,8247,30.790,0.489,4,3.15
RM2,8248,30.793,0.490,4,3.17
RM2,8249,30.795,0.490,4,3.18
RM2,8250,30.798,0.491,4,3.20
RM2,8251,30.801,0.491,4,3.21
RM2,8252,30.803,0.492,4,3.22
RM2,8253,30.806,0.492,4,3.24
RM2,8254,30.809,0.493,4,3.25
RM2,8255,30.811,0.493,4,3.26
RM2,8256,30.814,0.494,4,3.28
RM2,8257,30.817,0.494,4,3.29
RM2,8258,30.820,0.495,4,3.30
RM2,8259,30.822,0.496,4,3.32
RM2,8260,30.825,0.496,4,3.33
RM2,8261,30.828,0.497,4,3.34
RM2,8262,30.831,0.497,4,3.35
RM2,8263,30.834,0.498,4,3.37
RM2,8264,30.837,0.498,4,3.38
RM2,8265,30.840,0.499,4,3.39
RM2,8266,30.843,0.500,4,3.40
RM2,8267,30.846,0.500,4,3.41
RM2,8268,30.849,0.501,4,3.43
RM2,8269,30.852,0.501,4,3.44
RM2,8270,30.855,0.502,4,3.45
RM2,8271,30.858,0.502,4,3.46
RM2,8272,30.861,0.503,4,3.47
RM2,8273,30.864,0.504,4,3.48
RM2,8274,30.867,0.504,4,3.49
RM2,8275,30.870,0.505,4,3.50
RM2,8276,30.874,0.505,4,3.51
RM2,8277,30.877,0.506,4,3.52
RM2,8278,30.880,0.507,4,3.53
RM2,8279,30.884,0.507,4,3.54
RM2,8280,30.887,0.508,4,3.55
RM2,8281,30.890,0.508,4,3.56
RM2,8282,30.894,0.509,4,3.57
RM2,8283,30.897,0.510,4,3.58
RM2,8284,30.900,0.510,4,3.59
RM2,8285,30.904,0.511,4,3.60
RM2,8286,30.907,0.512,4,3.61
RM2,8287,30.911,0.512,4,3.62
RM2,8288,30.914,0.513,4,3.63
RM2,8289,30.918,0.513,4,3.64
RM2,8290,30.921,0.514,4,3.65
RM2,8291,30.925,0.515,4,3.65
RM2,8292,30.929,0.515,4,3.66
RM2,8293,30.932,0.516,4,3.67
RM2,8294,30.936,0.517,4,3.68
RM2,8295,30.940,0.517,4,3.69
RM2,8296,30.943,0.518,4,3.70
RM2,8297,30.947,0.519,4,3.70
RM2,8298,30.951,0.519,4,3.71
RM2,8299,30.955,0.520,4,3.72
RM2,8300,30.959,0.520,4,3.73
RM2,8301,30.962,0.521,4,3.74
RM2,8302,30.966,0.522,4,3.74
RM2,8303,30.970,0.522,4,3.75
RM2,8304,30.974,0.523,4,3.76
RM2,8305,30.978,0.524,4,3.77
RM2,8306,30.982,0.524,4,3.77
RM2,8307,30.986,0.525,4,3.78
RM2,8308,30.990,0.526,4,3.79
RM2,8309,30.994,0.526,4,3.79
RM2,8310,30.998,0.527,4,3.80
RM2,8311,31.003,0.528,4,3.81
RM2,8312,31.007,0.528,4,3.81
RM2,8313,31.011,0.529,4,3.82
RM2,8314,31.015,0.530,4,3.82
RM2,8315,31.019,0.530,4,3.83
RM2,8316,31.024,0.531,4,3.84
RM2,8317,31.028,0.532,4,3.84
RM2,8318,31.032,0.532,4,3.85
RM2,8319,31.037,0.533,4,3.85
RM2,8320,31.041,0.534,4,3.86
RM2,8321,31.045,0.534,4,3.86
RM2,8322,31.050,0.535,4,3.87
RM2,8323,31.054,0.536,4,3.87
RM2,8324,31.059,0.536,4,3.88
RM2,8325,31.063,0.537,4,3.88
RM2,8326,31.068,0.538,4,3.89
RM2,8327,31.072,0.539,4,3.89
RM2,8328,31.077,0.539,4,3.90
RM2,8329,31.081,0.540,4,3.90
RM2,8330,31.086,0.541,4,3.90
RM2,8331,31.091,0.541,4,3.91
RM2,8332,31.096,0.542,4,3.91
RM2,8333,31.100,0.543,4,3.91
RM2,8334,31.105,0.543,4,3.92
RM2,8335,31.110,0.544,4,3.92
RM2,8336,31.115,0.545,4,3.92
RM2,8337,31.119,0.545,4,3.93
RM2,8338,31.124,0.546,4,3.93
RM2,8339,31.129,0.547,4,3.93
RM2,8340,31.134,0.548,4,3.94
RM2,8341,31.139,0.548,4,3.94
RM2,8342,31.144,0.549,4,3.94
RM2,8343,31.149,0.550,4,3.95
RM2,8344,31.154,0.550,4,3.95
RM2,8345,31.159,0.551,4,3.95
RM2,8346,31.164,0.552,4,3.95
RM2,8347,31.170,0.553,4,3.96
RM2,8348,31.175,0.553,4,3.96
RM2,8349,31.180,0.554,4,3.96
RM2,8350,31.185,0.555,4,3.96
RM2,8351,31.190,0.555,4,3.97
RM2,8352,31.196,0.556,4,3.97
RM2,8353,31.201,0.557,4,3.97
RM2,8354,31.206,0.558,4,3.97
RM2,8355,31.212,0.558,4,3.97
RM2,8356,31.217,0.559,4,3.98
RM2,8357,31.223,0.560,4,3.98
RM2,8358,31.228,0.560,4,3.98
RM2,8359,31.234,0.561,4,3.98
RM2,8360,31.239,0.562,4,3.98
RM2,8361,31.245,0.563,4,3.99
RM2,8362,31.250,0.563,4,3.99
RM2,8363,31.256,0.564,4,3.99
RM2,8364,31.261,0.565,4,3.99
RM2,8365,31.267,0.565,4,3.99
RM2,8366,31.273,0.566,4,3.99
RM2,8367,31.279,0.567,4,3.99
RM2,8368,31.284,0.568,4,3.99
RM2,8369,31.290,0.568,4,3.99
RM2,8370,31.296,0.569,4,4.00
RM2,8371,31.302,0.570,4,4.00
RM2,8372,31.308,0.570,4,4.00
RM2,8373,31.314,0.571,4,4.00
RM2,8374,31.320,0.572,4,4.00
RM2,8375,31.326,0.573,4,4.00
RM2,8376,31.332,0.573,4,4.00
RM2,8377,31.338,0.574,4,4.00
RM2,8378,31.344,0.575,4,4.00
RM2,8379,31.350,0.576,4,4.00
RM2,8380,31.356,0.576,4,4.00
RM2,8381,31.362,0.577,4,4.00
RM2,8382,31.368,0.578,4,4.00
RM2,8383,31.375,0.578,4,4.00
RM2,8384,31.381,0.579,4,4.00
RM2,8385,31.387,0.580,4,4.00
RM2,8386,31.393,0.581,4,4.00
RM2,8387,31.400,0.581,4,4.00
RM2,8388,31.406,0.582,4,4.00
RM2,8389,31.413,0.583,4,4.00
RM2,8390,31.419,0.584,4,4.00
RM2,8391,31.426,0.584,4,4.00
RM2,8392,31.432,0.585,4,4.00
RM2,8393,31.439,0.586,4,4.00
RM2,8394,31.445,0.586,4,4.00
RM2,8395,31.452,0.587,4,4.00
RM2,8396,31.458,0.588,4,4.00
RM2,8397,31.465,0.589,4,4.00
RM2,8398,31.472,0.589,4,4.00
RM2,8399,31.479,0.590,4,4.00
RM2,8400,31.485,0.591,4,4.00
RM2,8401,31.492,0.592,4,4.00
RM2,8402,31.499,0.592,4,4.00
RM2,8403,31.506,0.593,4,4.00
RM2,8404,31.513,0.594,4,4.00
RM2,8405,31.520,0.594,4,4.00
RM2,8406,31.527,0.595,4,4.00
RM2,8407,31.534,0.596,4,4.00
RM2,8408,31.541,0.597,4,4.00
RM2,8409,31.548,0.597,4,4.00
RM2,8410,31.555,0.598,4,4.00
RM2,8411,31.562,0.599,4,4.00
RM2,8412,31.569,0.600,4,4.00
RM2,8413,31.576,0.600,4,4.00
RM2,8414,31.584,0.601,4,4.00
RM2,8415,31.591,0.602,4,4.00
RM2,8416,31.598,0.602,4,4.00
RM2,8417,31.606,0.603,4,4.00
RM2,8418,31.613,0.604,4,4.00
RM2,8419,31.620,0.605,4,4.00
RM2,8420,31.628,0.605,4,4.00
RM2,8421,31.635,0.606,4,4.00
RM2,8422,31.643,0.607,4,4.00
RM2,8423,31.650,0.607,4,4.00
RM2,8424,31.658,0.608,4,4.00
RM2,8425,31.665,0.609,4,4.00
RM2,8426,31.673,0.610,4,4.00
RM2,8427,31.681,0.610,4,4.00
RM2,8428,31.688,0.611,4,4.00
RM2,8429,31.696,0.612,4,4.00
RM2,8430,31.704,0.612,4,4.00
RM2,8431,31.712,0.613,4,4.00
RM2,8432,31.719,0.614,4,4.00
RM2,8433,31.727,0.615,4,4.00
RM2,8434,31.735,0.615,4,4.00
RM2,8435,31.743,0.616,4,4.00
RM2,8436,31.751,0.617,4,4.00
RM2,8437,31.759,0.617,4,4.00
RM2,8438,31.767,0.618,4,4.00
RM2,8439,31.775,0.619,4,4.00
RM2,8440,31.783,0.619,4,4.00
RM2,8441,31.791,0.620,4,4.00
RM2,8442,31.799,0.621,4,4.00
RM2,8443,31.807,0.622,4,4.00
RM2,8444,31.816,0.622,4,4.00
RM2,8445,31.824,0.623,4,4.00
RM2,8446,31.832,0.624,4,4.00
RM2,8447,31.840,0.624,4,4.00
RM2,8448,31.849,0.625,4,4.00
RM2,8449,31.857,0.626,4,4.00
RM2,8450,31.865,0.626,4,4.00
RM2,8451,31.874,0.627,4,4.00
RM2,8452,31.882,0.628,4,4.00
RM2,8453,31.891,0.629,4,4.00
RM2,8454,31.899,0.629,4,4.00
RM2,8455,31.908,0.630,4,4.00
RM2,8456,31.916,0.631,4,4.00
RM2,8457,31.925,0.631,4,4.00
RM2,8458,31.933,0.632,4,4.00
RM2,8459,31.942,0.633,4,4.00
RM2,8460,31.951,0.633,4,4.00
RM2,8461,31.959,0.634,4,4.00
RM2,8462,31.968,0.635,4,4.00
RM2,8463,31.977,0.635,4,4.00
RM2,8464,31.986,0.636,4,4.00
RM2,8465,31.994,0.637,4,4.00
RM2,8466,32.003,0.637,4,4.00
RM2,8467,32.012,0.638,4,4.00
RM2,8468,32.021,0.639,4,4.00
RM2,8469,32.030,0.639,4,4.00
RM2,8470,32.039,0.640,4,4.00
RM2,8471,32.048,0.641,4,4.00
RM2,8472,32.057,0.641,4,4.00
RM2,8473,32.066,0.642,4,4.00
RM2,8474,32.075,0.643,4,4.00
RM2,8475,32.084,0.643,4,4.00
RM2,8476,32.093,0.644,4,4.00
RM2,8477,32.102,0.645,4,4.00
RM2,8478,32.111,0.645,4,4.00
RM2,8479,32.120,0.646,4,4.00
RM2,8480,32.130,0.647,4,4.00
RM2,8481,32.139,0.647,4,4.00
RM2,8482,32.148,0.648,4,4.00
RM2,8483,32.157,0.648,4,4.00
RM2,8484,32.167,0.649,4,3.99
RM2,8485,32.176,0.650,4,3.99
RM2,8486,32.185,0.650,4,3.99
RM2,8487,32.195,0.651,4,3.99
RM2,8488,32.204,0.652,4,3.99
RM2,8489,32.214,0.652,4,3.99
RM2,8490,32.223,0.653,4,3.99
RM2,8491,32.233,0.653,4,3.99
RM2,8492,32.242,0.654,4,3.98
RM2,8493,32.252,0.655,4,3.98
RM2,8494,32.261,0.655,4,3.98
RM2,8495,32.271,0.656,4,3.98
RM2,8496,32.281,0.657,4,3.98
RM2,8497,32.290,0.657,4,3.98
RM2,8498,32.300,0.658,4,3.97
RM2,8499,32.310,0.658,4,3.97
RM2,8500,32.319,0.659,4,3.97
RM2,8501,32.329,0.660,4,3.97
RM2,8502,32.339,0.660,4,3.96
RM2,8503,32.349,0.661,4,3.96
RM2,8504,32.359,0.661,4,3.96
RM2,8505,32.368,0.662,4,3.96
RM2,8506,32.378,0.663,4,3.96
RM2,8507,32.388,0.663,4,3.95
RM2,8508,32.398,0.664,4,3.95
RM2,8509,32.408,0.664,4,3.95
RM2,8510,32.418,0.665,4,3.94
RM2,8511,32.428,0.666,4,3.94
RM2,8512,32.438,0.666,4,3.94
RM2,8513,32.448,0.667,4,3.94
RM2,8514,32.458,0.667,4,3.93
RM2,8515,32.468,0.668,4,3.93
RM2,8516,32.478,0.668,4,3.93
RM2,8517,32.489,0.669,4,3.92
RM2,8518,32.499,0.670,4,3.92
RM2,8519,32.509,0.670,4,3.92
RM2,8520,32.519,0.671,4,3.91
RM2,8521,32.529,0.671,4,3.91
RM2,8522,32.540,0.672,4,3.90
RM2,8523,32.550,0.672,4,3.90
RM2,8524,32.560,0.673,4,3.90
RM2,8525,32.571,0.673,4,3.89
RM2,8526,32.581,0.674,4,3.89
RM2,8527,32.591,0.674,4,3.89
RM2,8528,32.602,0.675,4,3.88
RM2,8529,32.612,0.676,4,3.88
RM2,8530,32.623,0.676,4,3.87
RM2,8531,32.633,0.677,4,3.87
RM2,8532,32.643,0.677,4,3.86
RM2,8533,32.654,0.678,4,3.86
RM2,8534,32.664,0.678,4,3.86
RM2,8535,32.675,0.679,4,3.85
RM2,8536,32.686,0.679,4,3.85
RM2,8537,32.696,0.680,4,3.84
RM2,8538,32.707,0.680,4,3.84
RM2,8539,32.717,0.681,4,3.83
RM2,8540,32.728,0.681,4,3.83
RM2,8541,32.739,0.682,4,3.82
RM2,8542,32.749,0.682,4,3.82
RM2,8543,32.760,0.683,4,3.81
RM2,8544,32.771,0.683,4,3.81
RM2,8545,32.782,0.684,4,3.80
RM2,8546,32.792,0.684,4,3.80
RM2,8547,32.803,0.685,4,3.79
RM2,8548,32.814,0.685,4,3.79
RM2,8549,32.825,0.686,4,3.78
RM2,8550,32.836,0.686,4,3.78
RM2,8551,32.847,0.687,4,3.77
RM2,8552,32.858,0.687,4,3.77
RM2,8553,32.868,0.687,4,3.76
RM2,8554,32.879,0.688,4,3.76
RM2,8555,32.890,0.688,4,3.75
RM2,8556,32.901,0.689,4,3.75
RM2,8557,32.912,0.689,4,3.74
RM2,8558,32.923,0.690,4,3.74
RM2,8559,32.934,0.690,4,3.73
RM2,8560,32.945,0.691,4,3.72
RM2,8561,32.957,0.691,4,3.72
RM2,8562,32.968,0.691,4,3.71
RM2,8563,32.979,0.692,4,3.71
RM2,8564,32.990,0.692,4,3.70
RM2,8565,33.001,0.693,4,3.70
RM2,8566,33.012,0.693,4,3.69
RM2,8567,33.023,0.694,4,3.68
RM2,8568,33.035,0.694,4,3.68
RM2,8569,33.046,0.694,4,3.67
RM2,8570,33.057,0.695,4,3.67
RM2,8571,33.068,0.695,4,3.66
RM2,8572,33.080,0.696,4,3.65
RM2,8573,33.091,0.696,4,3.65
RM2,8574,33.102,0.696,4,3.64
RM2,8575,33.114,0.697,4,3.64
RM2,8576,33.125,0.697,4,3.63
RM2,8577,33.136,0.697,4,3.62
RM2,8578,33.148,0.698,4,3.62
RM2,8579,33.159,0.698,4,3.61
RM2,8580,33.171,0.699,4,3.61
RM2,8581,33.182,0.699,4,3.60
RM2,8582,33.193,0.699,4,3.59
RM2,8583,33.205,0.700,4,3.59
RM2,8584,33.216,0.700,4,3.58
RM2,8585,33.228,0.700,4,3.58
RM2,8586,33.239,0.701,4,3.57
RM2,8587,33.251,0.701,4,3.56
RM2,8588,33.263,0.701,4,3.56
RM2,8589,33.274,0.702,4,3.55
RM2,8590,33.286,0.702,4,3.54
RM2,8591,33.297,0.702,4,3.54
RM2,8592,33.309,0.703,4,3.53
RM2,8593,33.321,0.703,4,3.53
RM2,8594,33.332,0.703,4,3.52
RM2,8595,33.344,0.704,4,3.51
RM2,8596,33.356,0.704,4,3.51
RM2,8597,33.367,0.704,4,3.50
RM2,8598,33.379,0.705,4,3.49
RM2,8599,33.391,0.705,4,3.49
RM2,8600,33.402,0.705,4,3.48
RM2,8601,33.414,0.705,4,3.47
RM2,8602,33.426,0.706,4,3.47
RM2,8603,33.438,0.706,4,3.46
RM2,8604,33.450,0.706,4,3.46
RM2,8605,33.461,0.706,4,3.45
RM2,8606,33.473,0.707,4,3.44
RM2,8607,33.485,0.707,4,3.44
RM2,8608,33.497,0.707,4,3.43
RM2,8609,33.509,0.708,4,3.42
RM2,8610,33.521,0.708,4,3.42
RM2,8611,33.533,0.708,4,3.41
RM2,8612,33.545,0.708,4,3.41
RM2,8613,33.557,0.708,4,3.40
RM2,8614,33.569,0.709,4,3.39
RM2,8615,33.581,0.709,4,3.39
RM2,8616,33.593,0.709,4,3.38
RM2,8617,33.605,0.709,4,3.38
RM2,8618,33.617,0.710,4,3.37
RM2,8619,33.629,0.710,4,3.36
RM2,8620,33.641,0.710,4,3.36
RM2,8621,33.653,0.710,4,3.35
RM2,8622,33.665,0.710,4,3.35
RM2,8623,33.677,0.711,4,3.34
RM2,8624,33.689,0.711,4,3.33
RM2,8625,33.701,0.711,4,3.33
RM2,8626,33.713,0.711,4,3.32
RM2,8627,33.725,0.711,4,3.32
RM2,8628,33.737,0.711,4,3.31
RM2,8629,33.750,0.712,4,3.30
RM2,8630,33.762,0.712,4,3.30
RM2,8631,33.774,0.712,4,3.29
RM2,8632,33.786,0.712,4,3.29
RM2,8633,33.798,0.712,4,3.28
RM2,8634,33.811,0.712,4,3.28
RM2,8635,33.823,0.712,4,3.27
RM2,8636,33.835,0.712,4,3.26
RM2,8637,33.847,0.713,4,3.26
RM2,8638,33.860,0.713,4,3.25
RM2,8639,33.872,0.713,4,3.25
RM2,8640,33.884,0.713,4,3.24
RM2,8641,33.896,0.713,4,3.24
RM2,8642,33.909,0.713,4,3.23
RM2,8643,33.921,0.713,4,3.23
RM2,8644,33.933,0.713,4,3.22
RM2,8645,33.946,0.713,4,3.22
RM2,8646,33.958,0.713,4,3.21
RM2,8647,33.971,0.714,4,3.21
RM2,8648,33.983,0.714,4,3.20
RM2,8649,33.995,0.714,4,3.20
RM2,8650,34.008,0.714,4,3.19
RM2,8651,34.020,0.714,4,3.19
RM2,8652,34.033,0.714,4,3.18
RM2,8653,34.045,0.714,4,3.18
RM2,8654,34.057,0.714,4,3.17
RM2,8655,34.070,0.714,4,3.17
RM2,8656,34.082,0.714,4,3.16
RM2,8657,34.095,0.714,4,3.16
RM2,8658,34.107,0.714,4,3.15
RM2,8659,34.120,0.714,4,3.15
RM2,8660,34.132,0.714,4,3.14
RM2,8661,34.145,0.714,4,3.14
RM2,8662,34.157,0.714,4,3.14
RM2,8663,34.170,0.714,4,3.13
RM2,8664,34.182,0.714,4,3.13
RM2,8665,34.195,0.714,4,3.12
RM2,8666,34.208,0.714,4,3.12
RM2,8667,34.220,0.714,4,3.11
RM2,8668,34.233,0.714,4,3.11
RM2,8669,34.245,0.714,4,3.11
RM2,8670,34.258,0.714,4,3.10
RM2,8671,34.271,0.714,4,3.10
RM2,8672,34.283,0.714,4,3.10
RM2,8673,34.296,0.714,4,3.09
RM2,8674,34.308,0.714,4,3.09
RM2,8675,34.321,0.714,4,3.08
RM2,8676,34.334,0.714,4,3.08
RM2,8677,34.346,0.714,4,3.08
RM2,8678,34.359,0.714,4,3.07
RM2,8679,34.372,0.713,4,3.07
RM2,8680,34.384,0.713,4,3.07
RM2,8681,34.397,0.713,4,3.06
RM2,8682,34.410,0.713,4,3.06
RM2,8683,34.422,0.713,4,3.06
RM2,8684,34.435,0.713,4,3.06
RM2,8685,34.448,0.713,4,3.05
RM2,8686,34.461,0.713,4,3.05
RM2,8687,34.473,0.713,4,3.05
RM2,8688,34.486,0.713,4,3.04
RM2,8689,34.499,0.713,4,3.04
RM2,8690,34.512,0.712,4,3.04
RM2,8691,34.524,0.712,4,3.04
RM2,8692,34.537,0.712,4,3.04
RM2,8693,34.550,0.712,4,3.03
RM2,8694,34.563,0.712,4,3.03
RM2,8695,34.576,0.712,4,3.03
RM2,8696,34.588,0.712,4,3.03
RM2,8697,34.601,0.712,4,3.02
RM2,8698,34.614,0.711,4,3.02
RM2,8699,34.627,0.711,4,3.02
RM2,8700,34.640,0.711,4,3.02
RM2,8701,34.652,0.711,4,3.02
