    INFO | 2026-08-24 16:06:47 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-24 16:06:47 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-24 16:06:47 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
 WARNING | 2026-08-24 16:06:47 | keck_kcwi.py:config_specific_par:156 | Full template solution is unavailable
    INFO | 2026-08-24 16:06:47 | keck_kcwi.py:config_specific_par:157 | Adopting holy-grail algorithm - Check the wavelength solution!
    INFO | 2026-08-24 16:06:47 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-24 16:06:47 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20230917.55615.72.fits.
 WARNING | 2026-08-24 16:06:47 | parset.py:to_config:662 | Selected configuration file already exists and will be overwritten!
    INFO | 2026-08-24 16:06:47 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:206 | Building metadata for 28 files.
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09635.90.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09671.81.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09707.51.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09791.15.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09836.30.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09880.91.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07490.30.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07533.89.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07577.75.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07621.61.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07665.47.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07709.33.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.07753.19.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10588.79.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10692.83.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10796.87.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10094.90.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10150.19.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10205.27.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10260.35.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10316.45.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.10372.55.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.55615.72.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.55751.38.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.55886.20.fits
    INFO | 2026-08-24 16:06:47 | metadata.py:_build:235 | Adding metadata for KR.20230917.09944.15.fits
