    INFO | 2026-08-18 16:02:21 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-18 16:02:21 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-18 16:02:21 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20241205.17652.30.fits.
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:206 | Building metadata for 28 files.
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06662.53.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06690.70.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06716.59.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06784.93.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06813.49.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06843.70.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06211.69.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06256.57.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06300.43.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06344.29.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06388.15.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06432.10.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.06474.85.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07443.85.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07497.91.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07551.97.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07001.17.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07048.90.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07095.10.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07141.93.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07188.85.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.07235.77.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20241205.17652.30.fits
