    INFO | 2026-08-18 16:02:21 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-18 16:02:21 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-18 16:02:21 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20240707.53835.79.fits.
    INFO | 2026-08-18 16:02:21 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:206 | Building metadata for 28 files.
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09667.61.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09697.19.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09725.75.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09791.30.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09817.55.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09845.90.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.07999.90.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08043.76.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08087.62.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08131.48.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08175.34.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08219.20.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.08263.60.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10454.50.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10518.31.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10582.57.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.09997.80.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10046.40.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10095.00.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10143.96.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10192.92.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.10241.89.fits
    INFO | 2026-08-18 16:02:21 | metadata.py:_build:235 | Adding metadata for KR.20240707.53835.79.fits
