    INFO | 2026-08-26 13:26:12 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-26 13:26:12 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-26 13:26:12 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
    INFO | 2026-08-26 13:26:13 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-26 13:26:13 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20231212.56400.54.fits.
 WARNING | 2026-08-26 13:26:13 | parset.py:to_config:662 | Selected configuration file already exists and will be overwritten!
    INFO | 2026-08-26 13:26:13 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:206 | Building metadata for 30 files.
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.05990.87.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.06020.45.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.06049.10.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.06132.65.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.06178.55.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.06223.43.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04221.16.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04265.20.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04308.88.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04352.74.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04396.60.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04440.46.fits
    INFO | 2026-08-26 13:26:13 | metadata.py:_build:235 | Adding metadata for KR.20231212.04484.32.fits
