    INFO | 2026-08-23 19:39:38 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-23 19:39:38 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-23 19:39:38 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
 WARNING | 2026-08-23 19:39:38 | keck_kcwi.py:config_specific_par:156 | Full template solution is unavailable
    INFO | 2026-08-23 19:39:38 | keck_kcwi.py:config_specific_par:157 | Adopting holy-grail algorithm - Check the wavelength solution!
    INFO | 2026-08-23 19:39:38 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-23 19:39:38 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20231118.55188.88.fits.
 WARNING | 2026-08-23 19:39:38 | parset.py:to_config:662 | Selected configuration file already exists and will be overwritten!
    INFO | 2026-08-23 19:39:38 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:206 | Building metadata for 31 files.
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08278.44.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08313.12.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08346.78.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08530.43.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08674.27.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.08819.15.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04534.90.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04578.77.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04622.64.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04665.51.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04709.38.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04753.25.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.04797.11.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.09855.80.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.09999.63.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.10143.50.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.12551.15.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.12695.40.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.12838.95.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.09330.28.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.09384.39.fits
    INFO | 2026-08-23 19:39:38 | metadata.py:_build:235 | Adding metadata for KR.20231118.09438.47.fits
