    INFO | 2026-08-24 12:29:18 | inputfiles.py:from_file:136 | Loading the reduction file
    INFO | 2026-08-24 12:29:18 | inputfiles.py:from_file:214 | PypeIt input file loaded successfully.
    INFO | 2026-08-24 12:29:18 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
 WARNING | 2026-08-24 12:29:18 | keck_kcwi.py:config_specific_par:156 | Full template solution is unavailable
    INFO | 2026-08-24 12:29:18 | keck_kcwi.py:config_specific_par:157 | Adopting holy-grail algorithm - Check the wavelength solution!
    INFO | 2026-08-24 12:29:18 | pypeit.py:__init__:82 | Loaded spectrograph keck_kcrm
    INFO | 2026-08-24 12:29:18 | pypeit.py:__init__:83 | Setting configuration-specific parameters using KR.20231118.17316.41.fits.
 WARNING | 2026-08-24 12:29:18 | parset.py:to_config:662 | Selected configuration file already exists and will be overwritten!
    INFO | 2026-08-24 12:29:18 | pypeit.py:__init__:99 | Compiling metadata
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:206 | Building metadata for 28 files.
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06012.29.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06051.50.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06090.84.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06168.37.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06209.17.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.06249.99.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04534.90.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04578.77.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04622.64.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04665.51.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04709.38.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04753.25.fits
    INFO | 2026-08-24 12:29:18 | metadata.py:_build:235 | Adding metadata for KR.20231118.04797.11.fits
