    INFO | 2026-08-23 17:22:26 | pypeitsetup.py:from_file_root:197 | Found 30 keck_kcrm raw files.
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:206 | Building metadata for 30 files.
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.04483.60.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07490.30.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07533.89.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07577.75.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07621.61.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07665.47.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07709.33.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.07753.19.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.11897.45.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.11931.11.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.11965.79.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12148.37.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12293.21.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12437.30.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12601.25.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12746.90.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12889.91.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.12949.70.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13005.17.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13059.23.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13113.29.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13167.35.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13221.41.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13484.57.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13628.39.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.13772.21.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.54362.14.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.54542.68.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.54674.26.fits
    INFO | 2026-08-23 17:22:26 | metadata.py:_build:235 | Adding metadata for KR.20230917.54808.90.fits
 WARNING | 2026-08-23 17:22:26 | metadata.py:_vet_instrument:180 | The instrument name in the headers of the raw files does not match the expected one! Found KCWI, expected KCRM.  You may have chosen the wrong PypeIt spectrograph name!
    INFO | 2026-08-23 17:22:26 | metadata.py:get_frame_types:1391 | Typing files
   DEBUG | 2026-08-23 17:22:26 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type lampoffflats.
   DEBUG | 2026-08-23 17:22:26 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type slitless_pixflat.
   DEBUG | 2026-08-23 17:22:26 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type standard.
   DEBUG | 2026-08-23 17:22:26 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type sky.
    INFO | 2026-08-23 17:22:26 | metadata.py:get_frame_types:1432 | Couldn't identify the following files:
    INFO | 2026-08-23 17:22:26 | metadata.py:get_frame_types:1434 | KR.20230917.04483.60.fits
 WARNING | 2026-08-23 17:22:26 | metadata.py:get_frame_types:1437 | These files are commented out and will be ignored during the reduction.
    INFO | 2026-08-23 17:22:26 | metadata.py:get_frame_types:1444 | Typing completed!
    INFO | 2026-08-23 17:22:26 | metadata.py:unique_configurations:709 | Using metadata to determine unique configurations.
    INFO | 2026-08-23 17:22:26 | metadata.py:ignore_frames:1203 | Unique configurations ignore frames with type: ['bias', 'dark']
    INFO | 2026-08-23 17:22:26 | metadata.py:unique_configurations:766 | Found 2 unique configuration(s).
    INFO | 2026-08-23 17:22:26 | metadata.py:ignore_frames:1203 | Unique configurations ignore frames with type: ['bias', 'dark']
    INFO | 2026-08-23 17:22:26 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
    INFO | 2026-08-23 17:22:26 | inputfiles.py:write:592 | PypeIt input file written to: /Users/kaiwenzhang/PycharmProjects/KCWI/KCWI_RED_channel_characterization/RH1 pypeit run/2023-09-16/pypeit_run/keck_kcrm_A/keck_kcrm_A.pypeit
    INFO | 2026-08-23 17:22:26 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
    INFO | 2026-08-23 17:22:26 | inputfiles.py:write:592 | PypeIt input file written to: /Users/kaiwenzhang/PycharmProjects/KCWI/KCWI_RED_channel_characterization/RH1 pypeit run/2023-09-16/pypeit_run/keck_kcrm_B/keck_kcrm_B.pypeit
    INFO | 2026-08-23 17:22:26 | calibrations.py:association_summary:1731 | Calibration association file written to: /Users/kaiwenzhang/PycharmProjects/KCWI/KCWI_RED_channel_characterization/RH1 pypeit run/2023-09-16/pypeit_run/keck_kcrm_A/keck_kcrm_A.calib
    INFO | 2026-08-23 17:22:26 | calibrations.py:association_summary:1731 | Calibration association file written to: /Users/kaiwenzhang/PycharmProjects/KCWI/KCWI_RED_channel_characterization/RH1 pypeit run/2023-09-16/pypeit_run/keck_kcrm_B/keck_kcrm_B.calib
