    INFO | 2026-08-24 23:40:49 | pypeitsetup.py:from_file_root:197 | Found 31 keck_kcrm raw files.
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:206 | Building metadata for 31 files.
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241228.83762.38.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04184.85.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04229.73.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04273.59.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04316.43.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04360.29.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04404.15.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04448.10.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04640.80.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04674.46.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04708.12.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04787.68.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04828.48.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04869.28.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04929.46.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.04970.26.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05011.60.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05069.20.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05124.28.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05177.32.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05230.36.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05283.40.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.05336.44.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.08601.51.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.08675.97.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.08750.44.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.16895.19.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.17069.61.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.17373.58.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.57359.86.fits
    INFO | 2026-08-24 23:40:49 | metadata.py:_build:235 | Adding metadata for KR.20241229.57596.50.fits
 WARNING | 2026-08-24 23:40:49 | metadata.py:_vet_instrument:180 | The instrument name in the headers of the raw files does not match the expected one! Found KCWI, expected KCRM.  You may have chosen the wrong PypeIt spectrograph name!
    INFO | 2026-08-24 23:40:49 | metadata.py:get_frame_types:1391 | Typing files
   DEBUG | 2026-08-24 23:40:49 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type lampoffflats.
   DEBUG | 2026-08-24 23:40:49 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type slitless_pixflat.
   DEBUG | 2026-08-24 23:40:49 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type standard.
   DEBUG | 2026-08-24 23:40:49 | keck_kcwi.py:check_frame_type:433 | Cannot determine if frames are of type sky.
    INFO | 2026-08-24 23:40:49 | metadata.py:get_frame_types:1432 | Couldn't identify the following files:
    INFO | 2026-08-24 23:40:49 | metadata.py:get_frame_types:1434 | KR.20241228.83762.38.fits
 WARNING | 2026-08-24 23:40:49 | metadata.py:get_frame_types:1437 | These files are commented out and will be ignored during the reduction.
    INFO | 2026-08-24 23:40:49 | metadata.py:get_frame_types:1444 | Typing completed!
    INFO | 2026-08-24 23:40:49 | metadata.py:unique_configurations:709 | Using metadata to determine unique configurations.
    INFO | 2026-08-24 23:40:49 | metadata.py:ignore_frames:1203 | Unique configurations ignore frames with type: ['bias', 'dark']
    INFO | 2026-08-24 23:40:49 | metadata.py:unique_configurations:766 | Found 2 unique configuration(s).
    INFO | 2026-08-24 23:40:49 | metadata.py:ignore_frames:1203 | Unique configurations ignore frames with type: ['bias', 'dark']
    INFO | 2026-08-24 23:40:49 | inputfiles.py:vet:685 | PypeIt file successfully vetted.
